beneficiary_id,first_name,last_name,gender,county,program,activity,sessions_attended,sessions_expected,participation_rate,completion_status,enrollment_date,reporting_period,status
BEN-004414,Esther,Ngugi,Female,Muranga,Plus,Leadership,7,8,87.5,In Progress,2026-06-11,Q2 2026,active
BEN-004415,Cynthia,Wekesa,Female,Nairobi,Plus,Leadership,8,9,88.9,In Progress,2026-03-29,Q1 2026,active
BEN-004419,Kilonzo,Njenga,Male,Machakos,Plus,Leadership,9,12,75.0,Completed,2026-01-16,Q1 2026,completed
BEN-004421,Collins,Bett,Male,Muranga,Plus,Community Service,9,9,100.0,In Progress,2026-05-01,Q2 2026,active
BEN-004424,Gathoni,Katana,Female,Nakuru,Plus,Health & Wellness,4,7,57.1,In Progress,2026-09-23,Q3 2026,active
BEN-004425,Emily,Matano,Female,Kajiado,Plus,Health & Wellness,3,6,50.0,In Progress,2026-09-25,Q3 2026,active
BEN-004428,Beatrice,Gitau,Female,Bungoma,Plus,Leadership,9,10,90.0,In Progress,2026-08-31,Q3 2026,active
BEN-004429,Nasieku,Nduta,Female,Kajiado,Plus,Health & Wellness,7,8,87.5,In Progress,2026-04-26,Q2 2026,active
BEN-004433,Amina,Onyango,Female,Kiambu,Plus,Leadership,7,8,87.5,Completed,2026-02-28,Q1 2026,completed
BEN-004434,Baraka,Mutua,male,Kiambu,Plus,Health & Wellness,5,7,71.4,In Progress,2026-08-20,Q3 2026,active
BEN-004437,Timothy,Wekesa,Male,nairobi,Plus,Financial Literacy,8,9,88.9,In Progress,2026-07-03,Q3 2026,active
BEN-004438,Caroline,Achieng,Female,Nairobi,Plus,Health & Wellness,5,9,55.6,In Progress,2026-09-23,Q3 2026,active
BEN-004442,Vincent,Muthoni,Male,Uasin Gishu,Plus,Health & Wellness,5,9,55.6,Completed,2025-07-10,Q3 2025,completed
BEN-004446,Samuel,Odhiambo,Male,Nairobi,Plus,Financial Literacy,6,8,75.0,Completed,2025-08-04,Q3 2025,completed
BEN-004447,Wanjiku,Muthoni,Female,Kilifi,Plus,Financial Literacy,7,8,87.5,In Progress,2026-09-01,Q3 2026,active
BEN-004450,Brian,Wekesa,Male,Kiambu,Plus,Health & Wellness,5,7,71.4,In Progress,2026-04-07,Q2 2026,active
BEN-004454,Mohamed,Mwangi,Male,Bungoma,Plus,Life Skills,8,12,66.7,complete,2026-04-02,Q2 2026,completed
BEN-004455,Cherono,Otieno,Female,Kakamega,Plus,Leadership,7,11,63.6,In Progress,2026-08-11,Q3 2026,active
BEN-004464,Juma,Chebet,Male,Nakuru,Plus,Financial Literacy,10,11,90.9,In Progress,2026-09-26,Q3 2026,active
BEN-004468,Diana,Barasa,F,Meru,Plus,Life Skills,10,13,76.9,In Progress,2026-07-20,Q3 2026,active
BEN-004470,Brian,Odhiambo,Male,Machakos,Plus,Life Skills,9,12,75.0,In Progress,2026-09-07,Q3 2026,active
BEN-004471,Kelvin,Abdi,Male,Machakos,Plus,Mentorship,11,20,55.0,Dropped,2025-08-12,Q3 2025,dropped_out
BEN-004473,Amina,Juma,Female,Nairobi,Plus,Community Service,7,10,70.0,Completed,2025-09-13,Q3 2025,completed
BEN-004475,Abdi,Omondi,m,Kakamega,Plus,Entrepreneurship,11,12,91.7,Completed,2026-06-16,Q2 2026,completed
BEN-004478,Njeri,Koech,Female,Meru,Plus,Life Skills,4,10,40.0,Dropped,2025-01-16,Q1 2025,dropped_out
BEN-004483,Faith,Mohamed,Female,Nairobi,Plus,Entrepreneurship,8,11,72.7,Completed,2025-07-02,Q3 2025,completed
BEN-004485,Akinyi,Koech,Female,Kajiado,Plus,Life Skills,8,12,66.7,Completed,2025-10-19,Q4 2025,completed
BEN-004487,Wekesa,Mutiso,Male,Nairobi,Plus,Financial Literacy,11,12,91.7,In Progress,2026-09-24,Q3 2026,active
BEN-004490,Odhiambo,Nyambane,Male,Kakamega,Plus,Leadership,9,10,90.0,In Progress,2026-05-12,Q2 2026,active
BEN-004491,Wanjiru,Ochieng,Female,Kiambu,Plus,Community Service,6,7,85.7,Completed,2025-08-10,Q3 2025,completed
BEN-004492,Otieno,Owino,Male,Nakuru,Plus,Health & Wellness,6,8,75.0,In Progress,2026-06-07,Q2 2026,active
BEN-004493,Stephen,Odhiambo,Male,Uasin Gishu,Plus,Leadership,4,9,44.4,Dropped,2026-04-24,Q2 2026,dropped_out
BEN-004494,Kevin,Nduta,Male,Kajiado,Plus,Life Skills,7,11,63.6,Completed,2025-06-10,Q2 2025,completed
BEN-004495,Brenda,Matano,Female,Bungoma,Plus,Leadership,8,9,88.9,In Progress,2026-09-25,Q3 2026,active
BEN-004497,Caroline,Mbogo,Female,Kiambu,Plus,Community Service,5,7,71.4,In Progress,2026-09-30,Q3 2026,active
BEN-004498,Esther,Katana,Female,Muranga,Plus,Financial Literacy,7,10,70.0,In Progress,2026-05-30,Q2 2026,active
BEN-004500,Otieno,Kiptoo,Male,Kakamega,Plus,Community Service,5,7,71.4,In Progress,2026-08-07,Q3 2026,active
BEN-004503,Baraka,Chebet,Male,Machakos,Plus,Mentorship,14,19,73.7,In Progress,2026-06-01,Q2 2026,active
BEN-004504,Grace,Abdi,Female,Machakos,Plus,Health & Wellness,5,8,62.5,Completed,2025-04-15,Q2 2025,completed
BEN-004510,Njeri,Katana,Female,Nairobi,Plus,Health & Wellness,7,8,87.5,In Progress,2026-09-15,Q3 2026,active
BEN-004511,Kevin,Mwakio,Male,Kakamega,Plus,Community Service,5,7,71.4,In Progress,2026-06-03,Q2 2026,active
BEN-004513,Dennis,Njoroge,Male,Kiambu,Plus,Financial Literacy,5,8,62.5,Completed,2025-04-03,Q2 2025,completed
BEN-004517,Gathoni,Muthoni,F,NYERI,Plus,Financial Literacy,8,8,100.0,In Progress,2026-04-08,Q2 2026,active
BEN-004518,Mumbi,Barasa,Female,Kisumu,Plus,Health & Wellness,4,6,66.7,Completed,2025-09-25,Q3 2025,completed
BEN-004524,Onyango,Kuria,Male,mombasa,Plus,Leadership,5,9,55.6,In Progress,2026-07-26,Q3 2026,active
BEN-004527,Brenda,Mbogo,Female,Kilifi,Plus,Health & Wellness,7,7,100.0,Completed,2025-06-22,Q2 2025,completed
BEN-004529,Emily,Mohamed,Female,Meru,Plus,Financial Literacy,9,10,90.0,Completed,2025-06-30,Q2 2025,completed
BEN-004531,Collins,Kilonzo,Male,Uasin Gishu,Plus,Life Skills,9,12,75.0,Completed,2025-09-08,Q3 2025,completed
BEN-004533,Njeri,Koech,Female,Kakamega,Plus,Health & Wellness,9,10,90.0,Completed,2025-12-12,Q4 2025,completed
BEN-004538,Grace,Hassan,Female,Meru,Plus,Entrepreneurship,8,11,72.7,Completed,2025-04-06,Q2 2025,completed
BEN-004540,Faith,Kiptoo,F,Nairobi,Plus,Community Service,4,6,66.7,Completed,2025-06-18,Q2 2025,completed
BEN-004541,Wekesa,Mwakio,Male,Mombasa,Plus,Mentorship,10,12,83.3,Completed,2025-12-22,Q4 2025,completed
BEN-004543,Ali,Kamau,Male,Kilifi,Plus,Community Service,8,8,100.0,Completed,2025-06-08,Q2 2025,completed
BEN-004544,Isaac,Hassan,m,Nyeri,Plus,Health & Wellness,7,9,77.8,Completed,2025-04-04,Q2 2025,completed
BEN-004546,Cherono,Bett,Female,Nyeri,Plus,Mentorship,11,13,84.6,In Progress,2026-03-18,Q1 2026,active
BEN-004550,Naisula,Nduta,Female,Mombasa,Plus,Entrepreneurship,11,13,84.6,Completed,2025-07-24,Q3 2025,completed
BEN-004551,Nkatha,Mwakio,Female,Meru,Plus,Leadership,7,12,58.3,In Progress,2026-04-07,Q2 2026,active
BEN-004553,Halima,Korir,Female,Kilifi,Plus,Community Service,3,8,37.5,dropped out,2025-03-26,Q1 2025,dropped_out
BEN-004556,Wekesa,Charo,Male,Nairobi,Plus,Financial Literacy,9,11,81.8,In Progress,2026-05-17,Q2 2026,active
BEN-004557,Diana,Omondi,f,Nairobi,Plus,Mentorship,20,20,100.0,In Progress,2026-07-30,Q3 2026,active
BEN-004566,Kamau,Bett,Male,Nakuru,Plus,Mentorship,14,16,87.5,In Progress,2026-09-08,Q3 2026,active
BEN-004568,Kelvin,Mutua,Male,Nyeri,Plus,Life Skills,10,10,100.0,In Progress,2026-08-18,Q3 2026,active
BEN-004572,Joseph,Nyambane,male,Kajiado,Plus,Health & Wellness,6,7,85.7,In Progress,2026-04-13,Q2 2026,active
BEN-004576,Anyango,Mwangi,Female,Meru,Plus,Entrepreneurship,9,15,60.0,Dropped,2025-05-08,Q2 2025,dropped_out
BEN-004578,Wanjiru,Charo,Female,Mombasa,Plus,Mentorship,13,14,92.9,Completed,2025-12-01,Q4 2025,completed
BEN-004580,Neema,Baya,Female,Uasin Gishu County,Plus,Life Skills,12,14,85.7,Completed,2025-04-13,Q2 2025,completed
BEN-004581,Abdi,Chebet,Male,Nairobi,Plus,Entrepreneurship,12,15,80.0,Completed,2025-07-10,Q3 2025,completed
BEN-004583,Caroline,Owino,Female,KISUMU,Plus,Mentorship,13,18,72.2,Completed,2025-02-09,Q1 2025,completed
BEN-004585,Otieno,Muthoni,Male,Kisumu,Plus,Community Service,4,8,50.0,Dropped,2025-03-22,Q1 2025,dropped_out
BEN-004587,Samuel,Chebet,Male,Nairobi,Plus,Financial Literacy,9,12,75.0,In Progress,2026-05-02,Q2 2026,active
BEN-004592,Francis,Chebet,Male,Kakamega,Plus,Community Service,6,7,85.7,Completed,2026-01-10,Q1 2026,completed
BEN-004593,Victor,Mbogo,Male,Nairobi,Plus,Financial Literacy,7,10,70.0,Completed,2025-10-07,Q4 2025,completed
BEN-004597,Jerop,Katana,Female,Kiambu,Plus,Mentorship,9,18,50.0,Dropped,2026-04-20,Q2 2026,dropped_out
BEN-004601,Neema,Mutua,Female,Nairobi,Plus,Entrepreneurship,15,15,100.0,Completed,2026-01-03,Q1 2026,completed
BEN-004602,Francis,Njenga,Male,Nairobi County,Plus,Mentorship,9,12,75.0,In Progress,2026-06-17,Q2 2026,active
BEN-004603,Mumbi,Nduta,Female,kilifi,Plus,Life Skills,9,13,69.2,In Progress,2026-02-14,Q1 2026,active
BEN-004604,Nyambura,Owino,Female,Muranga,Plus,Financial Literacy,8,10,80.0,Completed,2026-05-28,Q2 2026,completed
BEN-004605,Emily,Muthoni,Female,NAIROBI,Plus,Financial Literacy,11,12,91.7,In Progress,2026-01-13,Q1 2026,active
BEN-004614,Timothy,Wanjiku,Male,Nairobi,Plus,Leadership,6,12,50.0,Dropped,2025-11-20,Q4 2025,dropped_out
BEN-004618,Amina,Mutua,Female,Nakuru,Plus,Mentorship,17,20,85.0,In Progress,2026-08-07,Q3 2026,active
BEN-004619,Vincent,Odhiambo,Male,muranga,Plus,Financial Literacy,9,12,75.0,Completed,2025-11-06,Q4 2025,completed
BEN-004626,Zawadi,Ngugi,Female,Nairobi,Plus,Community Service,6,8,75.0,Completed,2026-03-20,Q1 2026,completed
BEN-004629,Ali,Hassan,Male,Kajiado,Plus,Leadership,5,8,62.5,Completed,2026-05-19,Q2 2026,completed
BEN-004632,Patrick,Nduta,Male,Mombasa,Plus,Mentorship,13,15,86.7,Completed,2026-04-24,Q2 2026,completed
BEN-004636,Jerop,Hassan,Female,Meru,Plus,Entrepreneurship,9,10,90.0,Completed,2025-09-03,Q3 2025,completed
BEN-004639,Chebet,Muthoni,Female,Kisumu,Plus,Health & Wellness,5,6,83.3,Completed,2026-01-08,Q1 2026,completed
BEN-004640,Achieng,Mbogo,Female,Machakos,Plus,Financial Literacy,11,11,100.0,In Progress,2026-05-09,Q2 2026,active
BEN-004641,Abdi,Chebet,Male,Nairobi,Plus,Mentorship,9,16,56.2,Dropped,2025-09-17,Q3 2025,dropped_out
BEN-004642,Emily,Barasa,Female,Nairobi,Plus,Financial Literacy,7,9,77.8,Completed,2025-10-03,Q4 2025,completed
BEN-004644,Mutua,Mutiso,Male,Kisumu,Plus,Health & Wellness,6,7,85.7,In Progress,2026-05-14,Q2 2026,active
BEN-004645,Peter,Abdi,Male,Nyeri,Plus,Community Service,8,10,80.0,complete,2026-03-01,Q1 2026,completed
BEN-004647,Otieno,Wafula,Male,Uasin Gishu,Plus,Life Skills,12,14,85.7,complete,2025-11-28,Q4 2025,completed
BEN-004648,Chebet,Cheruiyot,Female,Kajiado,Plus,Mentorship,7,13,53.8,Dropped,2025-02-13,Q1 2025,dropped_out
BEN-004650,Musyoka,Wafula,Male,Nyeri,Plus,Mentorship,15,18,83.3,In Progress,2026-04-22,Q2 2026,active
BEN-004662,Dennis,Musyoka,Male,Bungoma,Plus,Life Skills,6,10,60.0,In Progress,2026-09-03,Q3 2026,active
BEN-004663,Beatrice,Kuria,Female,Nairobi,Plus,Entrepreneurship,13,14,92.9,In Progress,2026-07-01,Q3 2026,active
BEN-004664,Amina,Odhiambo,Female,Nyeri,Plus,Life Skills,9,11,81.8,In Progress,2026-07-01,Q3 2026,active
BEN-004666,Daniel,Mutua,Male,Nairobi,Plus,Life Skills,9,13,69.2,Completed,2026-02-28,Q1 2026,completed
BEN-004667,Kilonzo,Maina,Male,Kisumu,Plus,Leadership,8,10,80.0,In Progress,2026-08-09,Q3 2026,active
BEN-004668,Cynthia,Kilonzo,Female,Uasin Gishu,Plus,Health & Wellness,6,8,75.0,In Progress,2026-07-31,Q3 2026,active
BEN-004670,Vincent,Achieng,Male,Kiambu,Plus,Health & Wellness,8,10,80.0,In Progress,2026-08-02,Q3 2026,active
BEN-004671,Caroline,Barasa,Female,Nakuru,Plus,Financial Literacy,5,9,55.6,Dropped,2025-07-22,Q3 2025,dropped_out
BEN-004674,Vincent,Abdi,Male,NAIROBI,Plus,Mentorship,9,12,75.0,In Progress,2026-07-29,Q3 2026,active
BEN-004676,Akinyi,Kariuki,Female,Kakamega,Plus,Health & Wellness,9,10,90.0,Completed,2025-06-26,Q2 2025,completed
BEN-004677,Awuor,Cheruiyot,Female,Kiambu,Plus,Mentorship,6,12,50.0,Dropped,2025-12-24,Q4 2025,dropped_out
BEN-004680,Kamau,Hassan,Male,Bungoma,Plus,Community Service,8,10,80.0,Completed,2025-06-27,Q2 2025,completed
BEN-004684,Patrick,Kilonzo,Male,Kisumu,Plus,Leadership,6,9,66.7,Completed,2026-02-14,Q1 2026,completed
BEN-004687,Awuor,Cheruiyot,Female,Mombasa,Plus,Community Service,6,7,85.7,Completed,2025-06-24,Q2 2025,completed
BEN-004691,Mohamed,Korir,male,Kisumu,Plus,Mentorship,6,15,40.0,Dropped,2025-11-03,Q4 2025,dropped_out
BEN-004693,Boniface,Kuria,Male,Mombasa,Plus,Leadership,6,10,60.0,Completed,2025-04-21,Q2 2025,completed
BEN-004694,Kendi,Odhiambo,Female,Kakamega,Plus,Financial Literacy,7,12,58.3,Dropped,2025-05-22,Q2 2025,dropped_out
BEN-004695,Atieno,Baya,Female,Kakamega,Plus,Mentorship,16,17,94.1,Completed,2026-03-14,Q1 2026,completed
BEN-004697,Jerop,Gitau,Female,Meru,Plus,Health & Wellness,6,7,85.7,In Progress,2026-09-13,Q3 2026,active
BEN-004698,Wanjiru,Juma,Female,Kiambu,Plus,Health & Wellness,7,7,100.0,Completed,2025-05-28,Q2 2025,completed
BEN-004700,Diana,Gitau,Female,Bungoma,Plus,Health & Wellness,5,6,83.3,In Progress,2026-08-07,Q3 2026,active
BEN-004703,Cheruiyot,Owino,Male,Mombasa,Plus,Mentorship,13,14,92.9,COMPLETED,2025-11-14,Q4 2025,completed
BEN-004704,Achieng,Rotich,Female,Kajiado,Plus,Health & Wellness,8,10,80.0,In Progress,2026-01-08,Q1 2026,active
BEN-004708,Faith,Njenga,Female,Kakamega,Plus,Community Service,5,6,83.3,complete,2025-04-12,Q2 2025,completed
BEN-004709,Cynthia,Charo,Female,Nairobi,Plus,Health & Wellness,3,7,42.9,Dropped,2026-03-25,Q1 2026,dropped_out
BEN-004710,Achieng,Njoroge,Female,Muranga,Plus,Mentorship,17,20,85.0,Completed,2025-02-18,Q1 2025,completed
BEN-004711,Cherono,Owino,Female,Kilifi,Plus,Financial Literacy,7,11,63.6,Completed,2025-10-06,Q4 2025,completed
BEN-004715,Nyambura,Wekesa,Female,Nairobi,Plus,Life Skills,9,12,75.0,Completed,2026-03-22,Q1 2026,completed
BEN-004720,Neema,Kiptoo,Female,Nairobi,Plus,Health & Wellness,5,7,71.4,In Progress,2026-07-14,Q3 2026,active
BEN-004721,Kipchoge,Wekesa,Male,NYERI,Plus,Financial Literacy,5,10,50.0,Dropped,2025-05-06,Q2 2025,dropped_out
BEN-004722,Mercy,Juma,Female,nakuru,Plus,Health & Wellness,8,8,100.0,In Progress,2026-05-21,Q2 2026,active
BEN-004729,Peter,Charo,Male,Nairobi,Plus,Leadership,9,9,100.0,Completed,2025-11-18,Q4 2025,completed
BEN-004730,Timothy,Kamau,Male,Nairobi,Plus,Community Service,5,6,83.3,COMPLETED,2025-10-29,Q4 2025,completed
BEN-004731,Isaac,Odhiambo,Male,Kakamega,Plus,Mentorship,10,15,66.7,Completed,2025-04-14,Q2 2025,completed
BEN-004732,Patrick,Mwakio,Male,Kiambu,Plus,Life Skills,12,14,85.7,Completed,2025-08-02,Q3 2025,completed
BEN-004736,Caroline,Korir,Female,Nyeri,Plus,Health & Wellness,8,10,80.0,In Progress,2026-09-08,Q3 2026,active
BEN-004738,Grace,Kariuki,Female,Nairobi,Plus,Life Skills,9,14,64.3,In Progress,2026-09-08,Q3 2026,active
BEN-004741,Boniface,Owino,Male,Kakamega,Plus,Mentorship,13,17,76.5,Completed,2025-09-28,Q3 2025,completed
BEN-004743,Grace,Bett,Female,Nyeri,Plus,Entrepreneurship,10,10,100.0,In Progress,2026-02-07,Q1 2026,active
BEN-004747,Wanjiku,Ochieng,Female,Muranga,Plus,Entrepreneurship,11,12,91.7,complete,2026-02-18,Q1 2026,completed
BEN-004748,Omondi,Wekesa,Male,nyeri,Plus,Leadership,8,8,100.0,Completed,2025-12-03,Q4 2025,completed
BEN-004749,Emily,Barasa,Female,Uasin Gishu,Plus,Financial Literacy,8,9,88.9,In Progress,2026-08-23,Q3 2026,active
BEN-004750,Samuel,Otieno,Male,Uasin Gishu,Plus,Mentorship,15,17,88.2,Completed,2026-02-04,Q1 2026,completed
BEN-004751,Brian,Njoroge,Male,Kakamega,Plus,Health & Wellness,4,6,66.7,Completed,2025-12-31,Q4 2025,completed
BEN-004756,Korir,Mbogo,Male,Mombasa,Plus,Health & Wellness,8,10,80.0,Completed,2025-09-18,Q3 2025,completed
BEN-004757,Dennis,Charo,Male,Machakos,Plus,Health & Wellness,4,8,50.0,Dropped,2025-10-21,Q4 2025,dropped_out
BEN-004758,Chepkoech,Hassan,Female,Kiambu,Plus,Leadership,12,12,100.0,Completed,2025-04-19,Q2 2025,completed
BEN-004759,Faith,Korir,Female,Machakos,Plus,Community Service,4,7,57.1,Dropped,2025-12-28,Q4 2025,dropped_out
BEN-004764,Halima,Wanjiku,Female,Kajiado,Plus,Community Service,6,9,66.7,In Progress,2026-01-16,Q1 2026,active
BEN-004766,Mercy,Wekesa,Female,Kisii,Plus,Community Service,6,10,60.0,Completed,2026-04-22,Q2 2026,completed
BEN-004769,Neema,Mohamed,Female,Uasin Gishu,Plus,Leadership,10,10,100.0,In Progress,2026-09-09,Q3 2026,active
BEN-004772,Naisula,Mohamed,Female,Meru,Plus,Financial Literacy,10,12,83.3,In Progress,2026-05-28,Q2 2026,active
BEN-004773,Anthony,Abdi,Male,Kiambu,Plus,Health & Wellness,6,10,60.0,Completed,2025-08-25,Q3 2025,completed
BEN-004778,Wangari,Wekesa,Female,Kiambu,Plus,Community Service,4,6,66.7,Completed,2026-06-24,Q2 2026,completed
BEN-004782,Beatrice,Baya,Female,Kiambu,Plus,Entrepreneurship,7,13,53.8,Dropped,2025-06-10,Q2 2025,dropped_out
BEN-004785,Anthony,Mohamed,Male,Nairobi,Plus,Community Service,6,8,75.0,Completed,2025-08-05,Q3 2025,completed
BEN-004790,John,Achieng,Male,Nakuru,Plus,Health & Wellness,4,7,57.1,Completed,2026-01-05,Q1 2026,completed
BEN-004791,Isaac,Cheruiyot,Male,Kisumu,Plus,Mentorship,8,13,61.5,In Progress,2026-04-12,Q2 2026,active
BEN-004793,Neema,Wanjiku,Female,Kajiado,Plus,Leadership,9,11,81.8,In Progress,2026-07-17,Q3 2026,active
BEN-004794,Njeri,Kimani,Female,Nyeri,Plus,Life Skills,8,12,66.7,In Progress,2026-07-16,Q3 2026,active
BEN-004796,Samuel,Mbogo,Male,Meru,Plus,Mentorship,13,20,65.0,Completed,2025-02-25,Q1 2025,completed
BEN-004801,Juma,Wanjiku,Male,Kakamega,Plus,Leadership,6,10,60.0,Dropped,2025-11-26,Q4 2025,dropped_out
BEN-004803,Achieng,Owino,Female,Nairobi,Plus,Entrepreneurship,12,12,100.0,Completed,2026-01-29,Q1 2026,completed
BEN-004804,Cherono,Omondi,Female,Nyeri,Plus,Community Service,6,7,85.7,Completed,2026-01-06,Q1 2026,completed
BEN-004806,Halima,Omondi,Female,Kakamega,Plus,Health & Wellness,4,7,57.1,Completed,2025-12-26,Q4 2025,completed
BEN-004807,Amina,Mwakio,Female,Machakos,Plus,Health & Wellness,3,6,50.0,Dropped,2025-07-22,Q3 2025,dropped_out
BEN-004811,Kendi,Chebet,Female,Muranga,Plus,Entrepreneurship,13,16,81.2,In Progress,2026-06-20,Q2 2026,active
BEN-004813,Atieno,Charo,FEMALE,Nairobi,Plus,Financial Literacy,7,8,87.5,Completed,2025-05-31,Q2 2025,completed
BEN-004816,Mumbi,Njoroge,Female,Nairobi,Plus,Leadership,2,10,20.0,Dropped,2025-05-13,Q2 2025,dropped_out
BEN-004818,Diana,Baya,Female,Kajiado,Plus,Financial Literacy,7,9,77.8,In Progress,2026-06-16,Q2 2026,active
BEN-004820,Grace,Korir,Female,Nairobi,Plus,Entrepreneurship,12,15,80.0,complete,2025-04-27,Q2 2025,completed
BEN-004833,Emmanuel,Maina,Male,Kajiado,Plus,Life Skills,8,12,66.7,Dropped,2026-04-02,Q2 2026,dropped_out
BEN-004834,Achieng,Kamau,Female,kajiado,Plus,Health & Wellness,10,10,100.0,In Progress,2026-05-30,Q2 2026,active
BEN-004838,Chepkoech,Achieng,Female,Kiambu,Plus,Leadership,8,10,80.0,Completed,2026-05-09,Q2 2026,completed
BEN-004839,Nyambura,Mutua,Female,Kakamega,Plus,Health & Wellness,4,7,57.1,Dropped,2025-07-03,Q3 2025,dropped_out
BEN-004840,Joseph,Katana,Male,Kiambu,Plus,Community Service,4,7,57.1,In Progress,2026-07-02,Q3 2026,active
BEN-004843,Wanjiku,Njenga,Female,Nairobi,Plus,Community Service,8,9,88.9,Completed,2026-03-17,Q1 2026,completed
BEN-004845,Vincent,Wafula,Male,Bungoma,Plus,Entrepreneurship,8,13,61.5,In Progress,2026-09-13,Q3 2026,active
BEN-004849,Sharon,Achieng,Female,Nyeri,Plus,Entrepreneurship,7,14,50.0,dropped out,2026-05-18,Q2 2026,dropped_out
BEN-004853,Diana,Matano,Female,Nakuru,Plus,Leadership,7,9,77.8,Completed,2025-05-07,Q2 2025,completed
BEN-004856,Zawadi,Nyambane,Female,Nairobi,Plus,Life Skills,5,10,50.0,Dropped,2025-01-03,Q1 2025,dropped_out
BEN-004857,Odhiambo,Matano,Male,Kakamega,Plus,Community Service,7,9,77.8,In Progress,2026-07-05,Q3 2026,active
BEN-004859,Wekesa,Wekesa,Male,Nakuru,Plus,Life Skills,10,11,90.9,Completed,2025-01-05,Q1 2025,completed
BEN-004861,Rotich,Kariuki,Male,Kisumu,Plus,Community Service,6,10,60.0,Dropped,2025-12-24,Q4 2025,dropped_out
BEN-004862,Patrick,Barasa,Male,Mombasa,Plus,Life Skills,14,14,100.0,Completed,2026-01-29,Q1 2026,completed
BEN-004863,Rotich,Mwakio,Male,Kiambu,Plus,Life Skills,7,12,58.3,In Progress,2026-07-05,Q3 2026,active
BEN-004867,Omondi,Nyambane,Male,Machakos,Plus,Life Skills,12,13,92.3,Completed,2026-04-29,Q2 2026,completed
BEN-004870,John,Matano,Male,Mombasa,Plus,Mentorship,6,13,46.2,Dropped,2025-07-11,Q3 2025,dropped_out
BEN-004871,Mercy,Njoroge,Female,Muranga,Plus,Community Service,7,7,100.0,In Progress,2026-09-03,Q3 2026,active
BEN-004872,Wekesa,Barasa,Male,Nairobi,Plus,Life Skills,11,12,91.7,In Progress,2026-01-12,Q1 2026,active
BEN-004873,Kagure,Barasa,Female,Machakos,Plus,Leadership,8,11,72.7,Completed,2025-06-01,Q2 2025,completed
BEN-004874,Cherono,Wanjiku,Female,Kisumu,Plus,Financial Literacy,4,8,50.0,In Progress,2026-04-23,Q2 2026,active
BEN-004876,Chebet,Rotich,Female,Kakamega,Plus,Community Service,4,6,66.7,Completed,2025-10-06,Q4 2025,completed
BEN-004878,Patrick,Juma,Male,Mombasa,Plus,Financial Literacy,5,11,45.5,Dropped,2025-01-24,Q1 2025,dropped_out
BEN-004879,Grace,Odhiambo,Female,Nakuru,Plus,Life Skills,7,14,50.0,Completed,2025-09-11,Q3 2025,completed
BEN-004882,Neema,Onyango,Female,Uasin Gishu,Plus,Leadership,7,9,77.8,Completed,2026-03-26,Q1 2026,completed
BEN-004883,Akinyi,Rotich,Female,Bungoma,Plus,Financial Literacy,9,12,75.0,In Progress,2026-06-15,Q2 2026,active
BEN-004884,Akinyi,Mwakio,Female,Muranga,Plus,Financial Literacy,9,11,81.8,Completed,2026-01-15,Q1 2026,completed
BEN-004885,Jerop,Koech,Female,Meru,Plus,Leadership,5,9,55.6,Dropped,2026-01-26,Q1 2026,dropped_out
BEN-004889,Kevin,Onyango,Male,Mombasa,Plus,Leadership,6,10,60.0,Dropped,2026-01-04,Q1 2026,dropped_out
BEN-004892,Sharon,Odhiambo,Female,Kakamega,Plus,Leadership,4,8,50.0,DROPPED,2026-01-28,Q1 2026,dropped_out
BEN-004894,Amina,Muthoni,Female,Nairobi,Plus,Community Service,6,6,100.0,Completed,2026-04-21,Q2 2026,completed
BEN-004897,Faith,Musyoka,Female,Kajiado,Plus,Community Service,8,10,80.0,In Progress,2026-09-03,Q3 2026,active
BEN-004898,Amina,Kuria,Female,Mombasa,Plus,Mentorship,9,13,69.2,Completed,2025-04-07,Q2 2025,completed
BEN-004903,Mercy,Achieng,Female,Muranga,Plus,Community Service,4,6,66.7,Completed,2026-04-30,Q2 2026,completed
BEN-004905,Wekesa,Omondi,Male,Uasin Gishu,Plus,Entrepreneurship,8,10,80.0,Completed,2026-01-01,Q1 2026,completed
BEN-004906,Wanjiru,Njoroge,Female,Kajiado County,Plus,Financial Literacy,9,12,75.0,COMPLETED,2025-03-04,Q1 2025,completed
BEN-004908,Achieng,Kuria,Female,Kilifi,Plus,Community Service,2,6,33.3,Dropped,2025-01-10,Q1 2025,dropped_out
BEN-004911,Purity,Nyambane,Female,NAKURU,Plus,Leadership,8,10,80.0,In Progress,2026-07-09,Q3 2026,active
BEN-004913,Beatrice,Baya,Female,Meru,Plus,Health & Wellness,5,6,83.3,In Progress,2026-05-19,Q2 2026,active
BEN-004915,Atieno,Koech,Female,Nairobi,Plus,Mentorship,12,15,80.0,In Progress,2026-07-20,Q3 2026,active
BEN-004916,Kilonzo,Barasa,Male,Meru County,Plus,Entrepreneurship,11,15,73.3,Completed,2025-06-29,Q2 2025,completed
BEN-004917,Mumbi,Ngugi,Female,Mombasa,Plus,Mentorship,11,13,84.6,Completed,2026-01-17,Q1 2026,completed
BEN-004918,Simon,Achieng,m,Bungoma,Plus,Life Skills,6,10,60.0,In Progress,2026-07-24,Q3 2026,active
BEN-004919,Akinyi,Hassan,Female,Uasin Gishu,Plus,Entrepreneurship,7,10,70.0,In Progress,2026-04-14,Q2 2026,active
