beneficiary_id,first_name,last_name,gender,county,program,course,training_center,attendance_rate,completion_status,certification_status,employment_status,enrollment_date,reporting_period,status
BEN-004311,Mercy,Koech,Female,Kisumu,Vocational,Carpentry,Kisumu Technical Training Institute,78.3,In Progress,Pending,Employed,2026-07-25,Q3 2026,active
BEN-004327,Chebet,Kimani,FEMALE,Kilifi,Vocational,Tailoring,Kilifi Vocational Training Centre,77.3,In Progress,Pending,Employed,2026-06-02,Q2 2026,active
BEN-004346,Purity,Kimani,Female,Nairobi,Vocational,Welding,Nairobi TVET,85.9,In Progress,Pending,Unemployed,2026-04-26,Q2 2026,active
BEN-004365,Chebet,Mutua,Female,Muranga,Vocational,Tailoring,Nakuru Vocational Training Centre,92.0,In Progress,Pending,Self-Employed,2026-05-13,Q2 2026,active
BEN-004388,Simon,Kariuki,Male,Kisii County,Vocational,Tailoring,Kisii National Polytechnic,96.1,Completed,Certified,Unemployed,2025-09-30,Q3 2025,completed
BEN-004389,Anyango,Barasa,Female,Nakuru,Vocational,Welding,Nakuru Vocational Training Centre,73.3,Completed,Pending,Employed,2025-07-11,Q3 2025,completed
BEN-004391,Grace,Korir,Female,Nairobi,Vocational,Agriculture,Nairobi TVET,74.3,Dropped,Not Certified,Employed,2026-01-15,Q1 2026,dropped_out
BEN-004408,Baraka,Barasa,Male,Nakuru,Vocational,Hairdressing,Nakuru Vocational Training Centre,71.6,Completed,Certified,Employed,2025-07-28,Q3 2025,completed
BEN-004419,Boniface,Katana,Male,Kiambu,Vocational,Plumbing,Thika Technical Training Institute,77.9,In Progress,Pending,Unemployed,2026-02-03,Q1 2026,active
BEN-004427,Mercy,Kamau,Female,Nairobi,Vocational,Plumbing,Nairobi TVET,72.9,In Progress,Pending,Unemployed,2026-07-31,Q3 2026,active
BEN-004430,Peter,Katana,Male,Meru,Vocational,Electrical Installation,Meru Technical Training Institute,77.5,In Progress,Pending,Employed,2025-10-27,Q4 2025,active
BEN-004432,Zawadi,Mwakio,Female,Kilifi,Vocational Program,Electrical Installation,Kilifi Vocational Training Centre,56.0,In Progress,Pending,Unemployed,2026-08-23,Q3 2026,active
BEN-004433,Nkatha,Juma,Female,Kiambu,Vocational,Agriculture,Thika Technical Training Institute,75.2,Completed,Certified,Self-Employed,2025-10-07,Q4 2025,completed
BEN-004434,Nkatha,Charo,Female,Nairobi,Vocational,Hairdressing,Nairobi TVET,86.9,In Progress,Pending,Unemployed,2026-07-26,Q3 2026,active
BEN-004443,Abdi,Musyoka,male,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,89.2,Completed,Pending,Employed,2025-03-17,Q1 2025,completed
BEN-004459,Achieng,Kamau,Female,Kiambu,Vocational,Agriculture,Thika Technical Training Institute,96.6,In Progress,Pending,Unemployed,2026-09-05,Q3 2026,active
BEN-004477,Purity,Chebet,Female,Machakos,Vocational,Motor Vehicle Mechanics,Machakos Institute of Technology,80.7,In Progress,Pending,Unemployed,2026-07-22,Q3 2026,active
BEN-004479,Kagure,Njenga,Female,Machakos,Vocational,Tailoring,Machakos Institute of Technology,73.1,In Progress,Pending,Self-Employed,2026-05-19,Q2 2026,active
BEN-004481,Mohamed,Njoroge,Male,Nairobi,Vocational,Electrical Installation,Nairobi TVET,92.3,In Progress,Pending,Self-Employed,2026-09-02,Q3 2026,active
BEN-004488,Vincent,Barasa,Male,Kilifi,Vocational,Motor Vehicle Mechanics,Kilifi Vocational Training Centre,75.9,Dropped,Not Certified,Unemployed,2025-11-17,Q4 2025,dropped_out
BEN-004491,Peter,Bett,Male,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,83.3,Dropped,Not Certified,Employed,2025-09-05,Q3 2025,dropped_out
BEN-004495,Naisula,Otieno,Female,Nakuru,Vocational,Carpentry,Nakuru Vocational Training Centre,89.7,In Progress,Pending,Unemployed,2026-06-16,Q2 2026,active
BEN-004498,Cherono,Wafula,Female,Kajiado,Vocational,Plumbing,Nyeri Technical Training Institute,97.4,In Progress,Pending,Self-Employed,2026-07-29,Q3 2026,active
BEN-004500,Emmanuel,Juma,Male,Nairobi,Vocational,Plumbing,Nairobi TVET,100.0,In Progress,Pending,Unemployed,2025-10-30,Q4 2025,active
BEN-004505,Anyango,Otieno,f,Nairobi,Vocational,Electrical Installation,Nairobi TVET,87.2,In Progress,Pending,Employed,2026-05-30,Q2 2026,active
BEN-004509,Jerop,Kamau,Female,Machakos,Vocational,Hairdressing,Machakos Institute of Technology,80.4,Completed,Certified,Self-Employed,2025-12-17,Q4 2025,completed
BEN-004515,Njeri,Baya,Female,Machakos,Vocational,Beauty Therapy,Machakos Institute of Technology,95.1,Dropped,Not Certified,Unemployed,2025-12-28,Q4 2025,dropped_out
BEN-004519,Chebet,Ngugi,Female,Machakos,Vocational Program,Agriculture,Machakos Institute of Technology,69.2,In Progress,Pending,Self-Employed,2025-12-06,Q4 2025,active
BEN-004524,Zawadi,Nyambane,Female,kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,72.0,In Progress,Pending,Employed,2026-08-13,Q3 2026,active
BEN-004539,Boniface,Wanjiku,Male,KAJIADO,Vocational,Agriculture,Eldoret Polytechnic,81.3,Dropped,Not Certified,Unemployed,2025-07-24,Q3 2025,dropped_out
BEN-004541,Onyango,Juma,Male,Kiambu,Vocational,Agriculture,Thika Technical Training Institute,91.9,Dropped,Not Certified,Unemployed,2025-04-27,Q2 2025,dropped_out
BEN-004550,Korir,Wafula,Male,NAKURU,Vocational,Hairdressing,Nakuru Vocational Training Centre,83.6,In Progress,Pending,Unemployed,2026-05-14,Q2 2026,active
BEN-004552,Baraka,Hassan,Male,Nairobi,Vocational,Electrical Installation,Nairobi TVET,100.0,Completed,Certified,Employed,2025-01-11,Q1 2025,completed
BEN-004557,Anyango,Mohamed,Female,Mombasa,Vocational,Hairdressing,Mombasa Technical Training Institute,84.0,Dropped,Not Certified,Employed,2025-12-17,Q4 2025,dropped_out
BEN-004561,Wanjiru,Kamau,Female,Nairobi,Vocational Program,Motor Vehicle Mechanics,Nairobi TVET,78.3,Completed,Certified,Self-Employed,2025-05-11,Q2 2025,completed
BEN-004562,Joseph,Juma,Male,Nairobi,Vocational,Welding,Nairobi TVET,92.0,In Progress,Pending,Employed,2026-07-02,Q3 2026,active
BEN-004566,Kilonzo,Mwangi,Male,Mombasa,Vocational,Motor Vehicle Mechanics,Mombasa Technical Training Institute,80.1,Completed,Certified,Self-Employed,2025-01-28,Q1 2025,completed
BEN-004567,Wekesa,Kamau,Male,Nakuru,Vocational,Hairdressing,Nakuru Vocational Training Centre,79.7,In Progress,Pending,Unemployed,2026-01-22,Q1 2026,active
BEN-004569,Cherono,Kiptoo,Female,Uasin Gishu,Vocational,Beauty Therapy,Eldoret Polytechnic,95.7,Completed,Pending,Unemployed,2025-03-14,Q1 2025,completed
BEN-004580,Chebet,Nyambane,Female,Kiambu,Vocational,Welding,Thika Technical Training Institute,89.4,Completed,Certified,Employed,2025-03-19,Q1 2025,completed
BEN-004588,Anyango,Mutua,Female,Kajiado,Vocational,Electrical Installation,Nakuru Vocational Training Centre,100.0,In Progress,Pending,Unemployed,2026-04-05,Q2 2026,active
BEN-004595,Kevin,Korir,Male,Kiambu,Vocational,Welding,Thika Technical Training Institute,66.8,Completed,Certified,Employed,2025-07-29,Q3 2025,completed
BEN-004604,Anthony,Mwangi,Male,Uasin Gishu,Vocational,Carpentry,Eldoret Polytechnic,86.8,In Progress,Pending,Self-Employed,2026-02-16,Q1 2026,active
BEN-004605,Emily,Juma,Female,Kisumu,Vocational,Plumbing,Kisumu Technical Training Institute,62.3,Completed,Certified,Unemployed,2025-01-06,Q1 2025,completed
BEN-004606,Jerop,Cheruiyot,Female,Kisii,Vocational,Beauty Therapy,Kisii National Polytechnic,84.2,In Progress,Pending,Unemployed,2026-08-18,Q3 2026,active
BEN-004630,Kiptoo,Wekesa,Male,Kisumu,Vocational,Cooking & Catering,Kisumu Technical Training Institute,64.8,In Progress,Pending,Employed,2026-06-11,Q2 2026,active
BEN-004633,Isaac,Onyango,Male,Nyeri,Vocational,Carpentry,Nyeri Technical Training Institute,92.1,Dropped,Not Certified,Employed,2025-10-20,Q4 2025,dropped_out
BEN-004639,Caroline,Nduta,F,Meru,Vocational,Cooking & Catering,Meru Technical Training Institute,78.5,Completed,Certified,Employed,2026-01-02,Q1 2026,completed
BEN-004657,Akinyi,Mohamed,FEMALE,Muranga,Vocational,Welding,Thika Technical Training Institute,76.6,complete,Certified,Unemployed,2025-02-04,Q1 2025,completed
BEN-004663,Otieno,Gitau,Male,Kilifi,Vocational,Plumbing,Kilifi Vocational Training Centre,82.1,In Progress,Pending,Self-Employed,2026-04-23,Q2 2026,active
BEN-004681,Jerop,Otieno,Female,Nakuru,Vocational,Motor Vehicle Mechanics,Nakuru Vocational Training Centre,85.1,Completed,Certified,Self-Employed,2025-07-20,Q3 2025,completed
BEN-004685,Cynthia,Cheruiyot,FEMALE,Nakuru,Vocational,Plumbing,Nakuru Vocational Training Centre,100.0,Completed,Certified,Internship,2026-02-12,Q1 2026,completed
BEN-004707,Amina,Koech,female,Kiambu,Vocational,Agriculture,Thika Technical Training Institute,100.0,Dropped,Not Certified,Unemployed,2025-06-22,Q2 2025,dropped_out
BEN-004711,Naisula,Mohamed,Female,Kisii County,Vocational,Carpentry,Kisii National Polytechnic,89.1,Dropped,Not Certified,Self-Employed,2025-01-13,Q1 2025,dropped_out
BEN-004712,Onyango,Onyango,Male,MURANGA,Vocational,Electrical Installation,Nyeri Technical Training Institute,89.6,In Progress,Pending,Unemployed,2026-06-17,Q2 2026,active
BEN-004716,Peter,Hassan,Male,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,75.8,In Progress,Pending,Self-Employed,2026-09-01,Q3 2026,active
BEN-004728,Korir,Onyango,Male,Nairobi,Vocational,Electrical Installation,Nairobi TVET,83.1,In Progress,Pending,Unemployed,2026-06-22,Q2 2026,active
BEN-004732,Dennis,Rotich,Male,Mombasa,Vocational,Hairdressing,Mombasa Technical Training Institute,68.7,Completed,Certified,Unemployed,2025-07-12,Q3 2025,completed
BEN-004735,Samuel,Korir,Male,Nakuru,Vocational,Welding,Nakuru Vocational Training Centre,83.7,Completed,Certified,Unemployed,2025-09-20,Q3 2025,completed
BEN-004739,Abdi,Otieno,Male,Muranga,Vocational,Beauty Therapy,Bungoma Technical Training Institute,88.4,In Progress,Pending,Unemployed,2026-05-28,Q2 2026,active
BEN-004745,Halima,Nduta,Female,Nairobi,Vocational,Tailoring,Nairobi TVET,92.7,In Progress,Pending,Self-Employed,2026-07-03,Q3 2026,active
BEN-004753,Emily,Hassan,Female,Kilifi,Vocational,Electrical Installation,Kilifi Vocational Training Centre,71.7,Completed,Certified,Unemployed,2025-10-29,Q4 2025,completed
BEN-004759,Kiptoo,Baya,Male,MACHAKOS,Vocational,Welding,Machakos Institute of Technology,88.3,Completed,Certified,Employed,2025-12-18,Q4 2025,completed
BEN-004766,Stephen,Rotich,Male,Kisumu,Vocational,Carpentry,Kisumu Technical Training Institute,55.6,In Progress,Pending,Unemployed,2026-08-02,Q3 2026,active
BEN-004784,Diana,Kilonzo,female,Uasin Gishu,Vocational,Agriculture,Eldoret Polytechnic,100.0,In Progress,Pending,Unemployed,2026-07-11,Q3 2026,active
BEN-004791,Daniel,Baya,Male,Kakamega,Vocational,Hairdressing,Kakamega Technical Training Institute,77.8,In Progress,Pending,Unemployed,2026-04-18,Q2 2026,active
BEN-004798,Kilonzo,Mwangi,Male,Nairobi,Vocational,Agriculture,Nairobi TVET,90.0,In Progress,Pending,Unemployed,2026-04-27,Q2 2026,active
BEN-004808,Wangari,Maina,Female,Kiambu,Vocational,Electrical Installation,Thika Technical Training Institute,98.7,In Progress,Pending,Unemployed,2026-07-18,Q3 2026,active
BEN-004813,Kendi,Mutua,Female,Kisumu,Vocational,Hairdressing,Kisumu Technical Training Institute,87.4,Completed,Certified,Unemployed,2025-07-17,Q3 2025,completed
BEN-004842,Juma,Kiptoo,Male,Machakos,Vocational,Tailoring,Machakos Institute of Technology,81.2,Completed,Certified,Unemployed,2025-08-01,Q3 2025,completed
BEN-004844,Anyango,Kiptoo,Female,Nakuru,Vocational,Carpentry,Nakuru Vocational Training Centre,74.9,In Progress,Pending,Unemployed,2026-01-07,Q1 2026,active
BEN-004847,John,Chebet,Male,Machakos,Vocational,Cooking & Catering,Machakos Institute of Technology,90.9,In Progress,Pending,Self-Employed,2026-03-04,Q1 2026,active
BEN-004848,Abdi,Matano,Male,Uasin Gishu,Vocational,Carpentry,Eldoret Polytechnic,81.4,Completed,Certified,Employed,2025-08-03,Q3 2025,completed
BEN-004853,Kagure,Ochieng,Female,Nyeri,Vocational,Electrical Installation,Nyeri Technical Training Institute,99.6,Completed,Certified,Unemployed,2025-09-16,Q3 2025,completed
BEN-004855,Nasieku,Wafula,Female,Kakamega,Vocational,Beauty Therapy,Kakamega Technical Training Institute,80.4,In Progress,Pending,Unemployed,2026-08-24,Q3 2026,active
BEN-004862,Timothy,Muthoni,Male,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,76.4,In Progress,Pending,Self-Employed,2026-09-29,Q3 2026,active
BEN-004876,Kevin,Maina,Male,Nakuru,Vocational,Plumbing,Nakuru Vocational Training Centre,81.5,Completed,Certified,Unemployed,2025-07-09,Q3 2025,completed
BEN-004878,Diana,Kimani,Female,Mombasa,Vocational,Beauty Therapy,Mombasa Technical Training Institute,78.2,In Progress,Pending,Employed,2025-10-08,Q4 2025,active
BEN-004883,Halima,Mbogo,Female,kiambu,Vocational Program,Plumbing,Thika Technical Training Institute,80.6,Completed,Certified,Self-Employed,2025-10-20,Q4 2025,completed
BEN-004889,Wangari,Charo,Female,Meru,Vocational,Agriculture,Meru Technical Training Institute,77.2,In Progress,Pending,Self-Employed,2026-09-20,Q3 2026,active
BEN-004895,Caroline,Ngugi,Female,Kiambu,Vocational,Tailoring,Thika Technical Training Institute,93.6,In Progress,Pending,Self-Employed,2026-08-22,Q3 2026,active
BEN-004898,Nicholas,Kilonzo,Male,Kisii,Vocational,Tailoring,Kisii National Polytechnic,67.7,In Progress,Pending,Employed,2026-08-02,Q3 2026,active
BEN-004903,Chebet,Mbogo,Female,Kiambu,Vocational,Beauty Therapy,Thika Technical Training Institute,72.1,Dropped,Not Certified,Self-Employed,2025-03-25,Q1 2025,dropped_out
BEN-004910,Purity,Njenga,Female,Bungoma,Vocational,Electrical Installation,Bungoma Technical Training Institute,61.8,In Progress,Pending,Unemployed,2026-07-23,Q3 2026,active
BEN-004918,Otieno,Baya,Male,Uasin Gishu,Vocational,Motor Vehicle Mechanics,Eldoret Polytechnic,96.6,Completed,Certified,Unemployed,2025-07-25,Q3 2025,completed
BEN-004943,Korir,Mutiso,male,Kakamega,Vocational,Agriculture,Kakamega Technical Training Institute,80.2,In Progress,Pending,Unemployed,2026-03-10,Q1 2026,active
BEN-004949,Otieno,Odhiambo,Male,Kiambu County,Vocational,Electrical Installation,Thika Technical Training Institute,68.8,In Progress,Pending,Unemployed,2026-06-24,Q2 2026,active
BEN-004955,Cherono,Otieno,Female,Machakos,Vocational,Motor Vehicle Mechanics,Machakos Institute of Technology,78.7,In Progress,Pending,Unemployed,2026-08-12,Q3 2026,active
BEN-004972,Nasieku,Baya,Female,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,78.5,Completed,Certified,Employed,2025-09-12,Q3 2025,completed
BEN-004977,Esther,Baya,Female,kajiado,Vocational,Welding,Kakamega Technical Training Institute,84.2,Completed,Certified,Employed,2025-06-14,Q2 2025,completed
BEN-004987,Francis,Wanjiku,Male,Kilifi,Vocational,Electrical Installation,Kilifi Vocational Training Centre,92.9,Completed,Pending,Self-Employed,2025-05-06,Q2 2025,completed
BEN-004988,Rotich,Abdi,Male,Kajiado,Vocational,Hairdressing,Kisumu Technical Training Institute,56.8,Completed,Certified,Employed,2025-10-30,Q4 2025,completed
BEN-005000,Juma,Baya,M,Mombasa,Vocational,Beauty Therapy,Mombasa Technical Training Institute,81.7,Completed,Certified,Internship,2025-05-30,Q2 2025,completed
BEN-005007,Jerop,Rotich,Female,Meru,Vocational,Plumbing,Meru Technical Training Institute,90.7,In Progress,Pending,Self-Employed,2026-04-19,Q2 2026,active
BEN-005012,Mercy,Kimani,Female,Kiambu,Vocational,Agriculture,Thika Technical Training Institute,85.6,Dropped,Not Certified,Self-Employed,2026-01-05,Q1 2026,dropped_out
BEN-005016,Jerop,Barasa,Female,Muranga,Vocational,Plumbing,Nyeri Technical Training Institute,88.4,In Progress,Pending,Self-Employed,2025-11-22,Q4 2025,active
BEN-005029,Korir,Korir,Male,Nairobi,Vocational,Welding,Nairobi TVET,97.0,In Progress,Pending,Unemployed,2025-10-03,Q4 2025,active
BEN-005030,Achieng,Kamau,Female,Mombasa,Vocational,Electrical Installation,Mombasa Technical Training Institute,88.1,In Progress,Pending,Self-Employed,2026-07-24,Q3 2026,active
BEN-005038,Mumbi,Kuria,Female,Kajiado,Vocational,Electrical Installation,Thika Technical Training Institute,78.8,Dropped,Not Certified,Unemployed,2025-07-14,Q3 2025,dropped_out
BEN-005041,Njeri,Kimani,Female,Kisumu,Vocational,Carpentry,Kisumu Technical Training Institute,64.9,In Progress,Pending,Unemployed,2026-06-08,Q2 2026,active
BEN-005054,Anyango,Musyoka,Female,Machakos,Vocational,Agriculture,Machakos Institute of Technology,79.2,Completed,Certified,Employed,2025-07-14,Q3 2025,completed
BEN-005056,Dennis,Odhiambo,Male,MURANGA,Vocational,Tailoring,Mombasa Technical Training Institute,88.4,Dropped,Not Certified,Self-Employed,2025-12-18,Q4 2025,dropped_out
BEN-005058,Joseph,Kiptoo,MALE,NAIROBI,Vocational,Plumbing,Nairobi TVET,92.9,Completed,Certified,Internship,2025-04-04,Q2 2025,completed
BEN-005072,Mumbi,Mutiso,Female,Nyeri,Vocational,Motor Vehicle Mechanics,Nyeri Technical Training Institute,85.0,Completed,Pending,Employed,2025-10-28,Q4 2025,completed
BEN-005075,Joseph,Rotich,Male,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,80.8,In Progress,Pending,Unemployed,2026-07-01,Q3 2026,active
BEN-005081,Kamau,Korir,male,Kajiado,Vocational,Hairdressing,Kakamega Technical Training Institute,80.7,Dropped,Not Certified,Unemployed,2025-06-13,Q2 2025,dropped_out
BEN-005087,Anyango,Njoroge,Female,Nairobi,Vocational,Plumbing,Nairobi TVET,76.0,In Progress,Pending,Unemployed,2026-08-15,Q3 2026,active
BEN-005088,Omondi,Wafula,Male,Mombasa,Vocational,Beauty Therapy,Mombasa Technical Training Institute,95.4,In Progress,Pending,Unemployed,2026-07-03,Q3 2026,active
BEN-005112,Juma,Juma,Male,MERU,Vocational,Agriculture,Meru Technical Training Institute,76.3,Completed,Certified,Self-Employed,2026-01-05,Q1 2026,completed
BEN-005114,Caroline,Achieng,Female,Meru,Vocational Program,Agriculture,Meru Technical Training Institute,78.6,In Progress,Pending,Unemployed,2025-11-24,Q4 2025,active
BEN-005116,Faith,Wanjiku,Female,Kajiado,Vocational,Hairdressing,Mombasa Technical Training Institute,84.1,Completed,Certified,Internship,2026-03-17,Q1 2026,completed
BEN-005128,Nicholas,Nyambane,M,Nyeri,Vocational,Carpentry,Nyeri Technical Training Institute,84.4,In Progress,Pending,Unemployed,2026-09-10,Q3 2026,active
BEN-005142,Korir,Cheruiyot,Male,Kisumu,Vocational,Tailoring,Kisumu Technical Training Institute,77.6,In Progress,Pending,Unemployed,2026-05-22,Q2 2026,active
BEN-005144,Esther,Katana,Female,Meru,Vocational,Plumbing,Meru Technical Training Institute,91.1,In Progress,Pending,Unemployed,2026-08-17,Q3 2026,active
BEN-005150,Patrick,Kilonzo,Male,Kisumu County,Vocational,Cooking & Catering,Kisumu Technical Training Institute,56.9,In Progress,Pending,Self-Employed,2026-09-04,Q3 2026,active
BEN-005153,Cheruiyot,Wafula,Male,Uasin Gishu,Vocational,Welding,Eldoret Polytechnic,87.1,In Progress,Pending,Self-Employed,2026-04-18,Q2 2026,active
BEN-005171,Omondi,Otieno,Male,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,85.7,Completed,Certified,Employed,2025-04-24,Q2 2025,completed
BEN-005178,Achieng,Njoroge,f,Uasin Gishu,Vocational,Electrical Installation,Eldoret Polytechnic,96.9,In Progress,Pending,Self-Employed,2026-07-05,Q3 2026,active
BEN-005186,Collins,Gitau,Male,Kajiado,Vocational,Plumbing,Nyeri Technical Training Institute,84.6,Dropped,Not Certified,Unemployed,2025-05-17,Q2 2025,dropped_out
BEN-005187,Kiptoo,Charo,M,Kiambu,Vocational,Tailoring,Thika Technical Training Institute,91.3,In Progress,Pending,Self-Employed,2026-03-12,Q1 2026,active
BEN-005189,Isaac,Mutiso,Male,Kajiado,Vocational,Motor Vehicle Mechanics,Nyeri Technical Training Institute,89.8,complete,Certified,Employed,2026-02-15,Q1 2026,completed
BEN-005205,Ali,Rotich,M,Meru,Vocational,Agriculture,Meru Technical Training Institute,88.3,In Progress,Pending,Unemployed,2026-09-28,Q3 2026,active
BEN-005208,Diana,Barasa,Female,Kisumu County,Vocational,Hairdressing,Kisumu Technical Training Institute,59.9,In Progress,Pending,Unemployed,2026-06-17,Q2 2026,active
BEN-005222,Beatrice,Bett,Female,KAJIADO,Vocational,Carpentry,Thika Technical Training Institute,75.1,complete,Certified,Employed,2025-07-13,Q3 2025,completed
BEN-005241,Patrick,Wafula,Male,Kiambu,Vocational,Agriculture,Thika Technical Training Institute,84.5,In Progress,Pending,Employed,2026-09-25,Q3 2026,active
BEN-005259,Nkatha,Kamau,Female,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,91.0,Completed,Certified,Self-Employed,2025-09-17,Q3 2025,completed
BEN-005267,Anthony,Otieno,Male,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,91.0,In Progress,Pending,Unemployed,2026-08-20,Q3 2026,active
BEN-005274,Kipchoge,Kariuki,Male,Nairobi,Vocational,Plumbing,Nairobi TVET,92.9,In Progress,Pending,Unemployed,2026-07-13,Q3 2026,active
BEN-005277,James,Njenga,Male,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,75.7,In Progress,Pending,Unemployed,2026-08-25,Q3 2026,active
BEN-005284,Francis,Ochieng,M,Nyeri,Vocational,Beauty Therapy,Nyeri Technical Training Institute,71.2,In Progress,Pending,Unemployed,2026-06-12,Q2 2026,active
BEN-005285,Diana,Njoroge,Female,Nyeri,Vocational,Agriculture,Nyeri Technical Training Institute,74.2,In Progress,Pending,Unemployed,2026-01-26,Q1 2026,active
BEN-005297,Njeri,Charo,Female,UASIN_GISHU,Vocational,Plumbing,Eldoret Polytechnic,80.2,Dropped,Not Certified,Unemployed,2025-06-27,Q2 2025,dropped_out
BEN-005311,Diana,Musyoka,Female,Muranga,Vocational,Carpentry,Bungoma Technical Training Institute,82.9,In Progress,Pending,Employed,2026-08-09,Q3 2026,active
BEN-005314,Neema,Gitau,Female,Uasin Gishu,Vocational,Hairdressing,Eldoret Polytechnic,86.0,In Progress,Pending,Self-Employed,2026-08-05,Q3 2026,active
BEN-005316,Cynthia,Juma,Female,Nyeri,Vocational,Hairdressing,Nyeri Technical Training Institute,85.1,In Progress,Pending,Unemployed,2026-07-07,Q3 2026,active
BEN-005320,Halima,Gitau,Female,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,82.5,In Progress,Pending,Employed,2026-03-18,Q1 2026,active
BEN-005325,Ali,Achieng,Male,Meru,Vocational,Cooking & Catering,Meru Technical Training Institute,70.3,In Progress,Pending,Employed,2026-09-13,Q3 2026,active
BEN-005328,Emmanuel,Njoroge,Male,Nairobi,Vocational,Welding,Nairobi TVET,86.5,In Progress,Pending,Unemployed,2026-08-06,Q3 2026,active
BEN-005334,Beatrice,Muthoni,Female,Mombasa,Vocational,Plumbing,Mombasa Technical Training Institute,78.5,dropped out,Not Certified,Self-Employed,2025-11-09,Q4 2025,dropped_out
BEN-005340,Francis,Nyambane,Male,Kisumu,Vocational,Tailoring,Kisumu Technical Training Institute,66.9,In Progress,Pending,Unemployed,2026-03-22,Q1 2026,active
BEN-005341,Esther,Kimani,FEMALE,Kilifi,Vocational,Carpentry,Kilifi Vocational Training Centre,76.6,In Progress,Pending,Self-Employed,2026-03-19,Q1 2026,active
BEN-005343,Korir,Kimani,Male,Kisii,Vocational,Agriculture,Kisii National Polytechnic,79.4,In Progress,Pending,Self-Employed,2026-09-07,Q3 2026,active
BEN-005345,Abdi,Chebet,Male,Nairobi,Vocational,Hairdressing,Nairobi TVET,91.7,In Progress,Pending,Unemployed,2026-06-26,Q2 2026,active
BEN-005363,Awuor,Njenga,female,Kajiado,Vocational,Plumbing,Eldoret Polytechnic,67.9,In Progress,Pending,Employed,2026-08-08,Q3 2026,active
BEN-005365,Esther,Gitau,Female,Nakuru,Vocational,Carpentry,Nakuru Vocational Training Centre,73.5,Completed,Certified,Employed,2025-06-10,Q2 2025,completed
BEN-005380,Jerop,Kilonzo,Female,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,94.3,Completed,Pending,Employed,2026-03-07,Q1 2026,completed
BEN-005386,Akinyi,Otieno,Female,KISUMU,Vocational,Carpentry,Kisumu Technical Training Institute,72.9,Completed,Certified,Employed,2025-09-09,Q3 2025,completed
BEN-005387,Patrick,Matano,Male,Meru,Vocational,Carpentry,Meru Technical Training Institute,69.5,In Progress,Pending,Unemployed,2026-05-30,Q2 2026,active
BEN-005390,Wanjiru,Baya,Female,Uasin Gishu,Vocational,Motor Vehicle Mechanics,Eldoret Polytechnic,94.0,In Progress,Pending,Self-Employed,2026-08-06,Q3 2026,active
BEN-005398,Anyango,Mwangi,Female,Nairobi,Vocational,Carpentry,Nairobi TVET,65.1,Dropped,Not Certified,Unemployed,2026-01-04,Q1 2026,dropped_out
BEN-005402,Naisula,Mutua,Female,KAJIADO,Vocational,Motor Vehicle Mechanics,Nakuru Vocational Training Centre,85.0,In Progress,Pending,Unemployed,2026-08-13,Q3 2026,active
BEN-005411,Chebet,Juma,Female,KISII,Vocational,Electrical Installation,Kisii National Polytechnic,84.1,In Progress,Pending,Unemployed,2026-04-11,Q2 2026,active
BEN-005416,Wekesa,Wafula,Male,Nairobi,Vocational,Plumbing,Nairobi TVET,66.1,In Progress,Pending,Unemployed,2026-04-09,Q2 2026,active
BEN-005418,Sharon,Nduta,Female,Bungoma,Vocational,Electrical Installation,Bungoma Technical Training Institute,91.9,In Progress,Pending,Unemployed,2026-09-23,Q3 2026,active
BEN-005426,Kagure,Charo,Female,Nakuru,Vocational,Plumbing,Nakuru Vocational Training Centre,96.5,DROPPED,Not Certified,Self-Employed,2025-11-14,Q4 2025,dropped_out
BEN-005433,Joy,Nyambane,Female,Bungoma,Vocational,Plumbing,Bungoma Technical Training Institute,78.2,COMPLETED,Certified,Unemployed,2025-12-21,Q4 2025,completed
BEN-005449,Victor,Rotich,Male,Nairobi,Vocational,Carpentry,Nairobi TVET,71.7,Dropped,Not Certified,Unemployed,2025-01-05,Q1 2025,dropped_out
BEN-005459,Kiptoo,Mutua,Male,Nairobi,Vocational,Carpentry,Nairobi TVET,79.3,In Progress,Pending,Unemployed,2026-05-24,Q2 2026,active
BEN-005466,Barasa,Rotich,Male,Kisumu,Vocational,Electrical Installation,Kisumu Technical Training Institute,59.7,COMPLETED,Certified,Self-Employed,2025-09-04,Q3 2025,completed
BEN-005471,Achieng,Musyoka,female,Kisumu,Vocational,Tailoring,Kisumu Technical Training Institute,79.2,In Progress,Pending,Unemployed,2026-08-06,Q3 2026,active
