beneficiary_id,first_name,last_name,gender,county,program,institution,education_level,academic_year,attendance_rate,performance_score,completion_status,enrollment_date,reporting_period,status
BEN-004616,Atieno,Mutua,Female,Mombasa,Scholarship,Mount Kenya University,Bachelor,2026/2027,86.3,86.7,In Progress,2026-09-15,Q3 2026,active
BEN-004621,Ali,Njoroge,Male,Mombasa,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,77.4,51.5,In Progress,2026-08-21,Q3 2026,active
BEN-004622,Sharon,Musyoka,Female,Uasin Gishu,Scholarship,Africa Nazarene University,Master,2025/2026,88.3,57.6,In Progress,2026-05-26,Q2 2026,active
BEN-004624,Awuor,Maina,Female,Nairobi,Scholarship,Kenyatta University,Bachelor,2025/2026,98.4,72.6,In Progress,2026-03-07,Q1 2026,active
BEN-004627,Cheruiyot,Mutiso,Male,uasin gishu,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,98.5,73.4,In Progress,2026-04-06,Q2 2026,active
BEN-004631,Omondi,Mbogo,Male,Machakos,Scholarship,Moi University,Bachelor,2025/2026,82.9,58.5,In Progress,2026-04-17,Q2 2026,active
BEN-004633,Kendi,Musyoka,Female,Nairobi,Scholarship,University of Nairobi,Bachelor,2025/2026,90.0,52.4,In Progress,2026-08-31,Q3 2026,active
BEN-004634,Mohamed,Bett,Male,Kakamega,Scholarship,Strathmore University,Bachelor,2025/2026,79.0,44.9,Dropped,2025-09-25,Q3 2025,dropped_out
BEN-004637,Patrick,Mwangi,M,Machakos,Scholarship,Moi University,Bachelor,2025/2026,100.0,63.4,In Progress,2026-04-05,Q2 2026,active
BEN-004638,Omondi,Mbogo,Male,Meru,Scholarship,University of Nairobi,Bachelor,2025/2026,77.3,58.8,Completed,2025-10-29,Q4 2025,completed
BEN-004640,Achieng,Mbogo,FEMALE,Machakos,Scholarship,Daystar University,Bachelor,2026/2027,82.1,76.2,In Progress,2026-09-12,Q3 2026,active
BEN-004642,Emily,Barasa,Female,Nairobi,Scholarship,Catholic University of Eastern Africa,Master,2024/2025,79.1,67.7,Completed,2025-06-28,Q2 2025,completed
BEN-004643,David,Koech,Male,Machakos,Scholarship,Moi University,Master,2025/2026,65.0,69.3,In Progress,2026-05-06,Q2 2026,active
BEN-004644,Mutua,Mutiso,Male,Kisumu,Scholarship,Daystar University,Diploma,2025/2026,86.4,52.7,In Progress,2026-01-27,Q1 2026,active
BEN-004663,Beatrice,Kuria,Female,Nairobi,Scholarship,University of Nairobi,Bachelor,2024/2025,93.9,75.1,complete,2025-08-08,Q3 2025,completed
BEN-004667,Kilonzo,Maina,Male,Kisumu,Scholarship,Jomo Kenyatta University,Diploma,2024/2025,89.3,80.6,COMPLETED,2025-07-04,Q3 2025,completed
BEN-004670,Vincent,Achieng,Male,kiambu,Scholarship,Africa Nazarene University,Diploma,2025/2026,82.4,72.4,Completed,2026-02-28,Q1 2026,completed
BEN-004671,Caroline,Barasa,Female,Nakuru,Scholarship,Catholic University of Eastern Africa,Diploma,2025/2026,85.8,57.9,Completed,2025-11-30,Q4 2025,completed
BEN-004674,Vincent,Abdi,Male,Nairobi,Scholarship,Kenyatta University,Bachelor,2025/2026,90.0,86.0,In Progress,2026-05-31,Q2 2026,active
BEN-004675,Anthony,Mwangi,male,Machakos,Scholarship,University of Nairobi,Bachelor,2024/2025,77.6,61.6,Completed,2025-06-25,Q2 2025,completed
BEN-004676,Akinyi,Kariuki,Female,Kakamega,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,80.8,59.4,In Progress,2026-07-13,Q3 2026,active
BEN-004684,Patrick,Kilonzo,Male,KISUMU,Scholarship,Kenyatta University,Bachelor,2025/2026,95.8,57.5,In Progress,2026-04-09,Q2 2026,active
BEN-004686,Mohamed,Owino,Male,Nairobi,Scholarship,Africa Nazarene University,Master,2026/2027,74.6,66.2,In Progress,2026-09-14,Q3 2026,active
BEN-004689,Stephen,Mohamed,Male,Kajiado,Scholarship,Mount Kenya University,Master,2024/2025,100.0,79.8,Completed,2025-04-05,Q2 2025,completed
BEN-004691,Mohamed,Korir,m,Kisumu,Scholarship,Africa Nazarene University,Bachelor,2025/2026,86.4,57.3,In Progress,2026-04-06,Q2 2026,active
BEN-004692,Cherono,Abdi,Female,Machakos,Scholarship,Daystar University,Bachelor,2024/2025,88.2,54.9,Completed,2025-03-07,Q1 2025,completed
BEN-004694,Kendi,Odhiambo,Female,KAKAMEGA,Scholarship,Maseno University,Bachelor,2026/2027,76.9,50.1,In Progress,2026-09-30,Q3 2026,active
BEN-004701,Awuor,Mwangi,Female,Uasin Gishu,Scholarship,Africa Nazarene University,Diploma,2024/2025,86.2,46.9,Completed,2025-01-19,Q1 2025,completed
BEN-004702,Anthony,Matano,Male,Meru,Scholarship,Jomo Kenyatta University,Master,2024/2025,87.4,47.0,Completed,2025-01-14,Q1 2025,completed
BEN-004703,Cheruiyot,Owino,Male,Mombasa,Scholarship,University of Nairobi,Master,2025/2026,75.8,78.3,In Progress,2026-07-31,Q3 2026,active
BEN-004707,Purity,Kariuki,Female,Muranga,Scholarship,Mount Kenya University,Bachelor,2025/2026,76.5,72.5,Completed,2025-12-12,Q4 2025,completed
BEN-004710,Achieng,Njoroge,Female,Muranga,Scholarship,Catholic University of Eastern Africa,Master,2025/2026,91.1,55.7,In Progress,2026-05-17,Q2 2026,active
BEN-004716,Naisula,Koech,Female,muranga,Scholarship,Daystar University,Bachelor,2024/2025,95.7,93.2,Completed,2025-08-11,Q3 2025,completed
BEN-004721,Kipchoge,Wekesa,Male,Nyeri,Scholarship,Catholic University of Eastern Africa,Master,2025/2026,94.7,51.1,In Progress,2025-12-24,Q4 2025,active
BEN-004725,Onyango,Kimani,Male,Nairobi,Scholarship,Jomo Kenyatta University,Bachelor,2024/2025,86.5,62.2,Completed,2025-06-06,Q2 2025,completed
BEN-004729,Peter,Charo,Male,Nairobi,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,94.5,69.6,In Progress,2026-08-08,Q3 2026,active
BEN-004734,Faith,Nyambane,Female,Mombasa,Scholarship,Moi University,Diploma,2025/2026,90.5,49.2,In Progress,2026-05-30,Q2 2026,active
BEN-004736,Caroline,Korir,Female,Nyeri,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,100.0,72.5,In Progress,2026-02-17,Q1 2026,active
BEN-004739,Ali,Mbogo,Male,Nairobi,Scholarship,Africa Nazarene University,Bachelor,2024/2025,100.0,79.3,Completed,2025-01-01,Q1 2025,completed
BEN-004740,Cherono,Baya,Female,Nairobi,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,98.0,72.6,In Progress,2026-07-18,Q3 2026,active
BEN-004743,Grace,Bett,Female,Nyeri,Scholarship,Daystar University,Bachelor,2025/2026,96.7,56.9,Completed,2025-09-09,Q3 2025,completed
BEN-004745,Vincent,Nyambane,Male,Nyeri,Scholarship,Daystar University,Bachelor,2025/2026,89.6,64.2,Dropped,2025-12-28,Q4 2025,dropped_out
BEN-004748,Omondi,Wekesa,Male,Nyeri,Scholarship,Jomo Kenyatta University,Bachelor,2024/2025,81.1,52.6,Completed,2025-08-06,Q3 2025,completed
BEN-004753,Ali,Katana,Male,Bungoma,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,79.1,48.6,Dropped,2025-12-15,Q4 2025,dropped_out
BEN-004757,Dennis,Charo,Male,Machakos,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,95.9,78.6,In Progress,2026-05-13,Q2 2026,active
BEN-004760,Wanjiru,Muthoni,Female,Uasin Gishu,Scholarship,University of Nairobi,Bachelor,2025/2026,95.5,67.0,DROPPED,2026-02-24,Q1 2026,dropped_out
BEN-004769,Neema,Mohamed,Female,Uasin Gishu,Scholarship,Strathmore University,Bachelor,2025/2026,88.3,61.6,In Progress,2026-08-23,Q3 2026,active
BEN-004770,Emmanuel,Owino,Male,Kisumu,Scholarship,Catholic University of Eastern Africa,Diploma,2025/2026,76.9,60.3,Completed,2025-09-09,Q3 2025,completed
BEN-004771,Nicholas,Kariuki,Male,Nairobi,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,98.7,82.2,In Progress,2026-07-03,Q3 2026,active
BEN-004772,Naisula,Mohamed,Female,Meru,Scholarship,Kenyatta University,Bachelor,2025/2026,75.2,44.1,In Progress,2026-08-29,Q3 2026,active
BEN-004774,Kendi,Maina,female,Bungoma,Scholarship,Mount Kenya University,Diploma,2025/2026,84.9,56.2,Completed,2025-11-05,Q4 2025,completed
BEN-004775,Chepkoech,Korir,Female,Mombasa,Scholarship,Africa Nazarene University,Bachelor,2025/2026,95.5,58.8,In Progress,2025-12-02,Q4 2025,active
BEN-004777,Esther,Mbogo,Female,Nairobi,Scholarship,Mount Kenya University,Diploma,2025/2026,100.0,97.1,In Progress,2026-03-20,Q1 2026,active
BEN-004783,Brian,Matano,Male,Kiambu,Scholarship,Moi University,Diploma,2025/2026,92.1,78.2,In Progress,2026-05-18,Q2 2026,active
BEN-004785,Anthony,Mohamed,Male,Nairobi,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,89.1,78.0,In Progress,2026-02-02,Q1 2026,active
BEN-004787,Grace,Charo,Female,nairobi,Scholarship,Kenyatta University,Diploma,2025/2026,100.0,50.1,In Progress,2026-03-09,Q1 2026,active
BEN-004789,Kipchoge,Gitau,Male,Muranga,Scholarship,Moi University,Bachelor,2024/2025,75.5,73.2,Completed,2025-03-18,Q1 2025,completed
BEN-004792,Amina,Wekesa,FEMALE,Kisumu,Scholarship,Moi University,Master,2025/2026,88.7,61.8,In Progress,2026-06-24,Q2 2026,active
BEN-004798,Diana,Achieng,Female,KIAMBU,Scholarship,Kenyatta University,Diploma,2024/2025,98.0,96.7,Completed,2025-07-25,Q3 2025,completed
BEN-004803,Achieng,Owino,Female,Nairobi,Scholarship,Daystar University,Bachelor,2025/2026,100.0,60.4,In Progress,2026-05-06,Q2 2026,active
BEN-004808,Esther,Mutua,Female,Muranga,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,88.9,65.8,Completed,2026-03-15,Q1 2026,completed
BEN-004809,Kendi,Ochieng,Female,Kisii,Scholarship,Mount Kenya University,Master,2025/2026,83.5,59.0,In Progress,2026-08-12,Q3 2026,active
BEN-004810,Anyango,Onyango,Female,Machakos,Scholarship,Moi University,Diploma,2026/2027,78.4,72.3,In Progress,2026-09-21,Q3 2026,active
BEN-004813,Atieno,Charo,Female,Nairobi,Scholarship,Maseno University,Diploma,2025/2026,74.2,75.2,In Progress,2026-08-06,Q3 2026,active
BEN-004815,John,Matano,Male,Uasin Gishu,Scholarship,Moi University,Bachelor,2026/2027,92.3,77.1,In Progress,2026-09-04,Q3 2026,active
BEN-004819,Cynthia,Hassan,Female,Mombasa,Scholarship,Daystar University,Bachelor,2025/2026,89.7,69.9,In Progress,2026-08-17,Q3 2026,active
BEN-004824,Cherono,Barasa,Female,Nakuru,Scholarship,Kenyatta University,Master,2025/2026,79.8,61.0,Completed,2025-09-07,Q3 2025,completed
BEN-004827,Emmanuel,Kimani,Male,Kilifi,Scholarship,University of Nairobi,Master,2024/2025,76.3,72.1,COMPLETED,2025-04-27,Q2 2025,completed
BEN-004830,Dennis,Musyoka,Male,Kakamega,Scholarship,Mount Kenya University,Master,2026/2027,92.8,69.2,In Progress,2026-09-20,Q3 2026,active
BEN-004831,Brenda,Maina,Female,Kiambu,Scholarship,Mount Kenya University,Bachelor,2025/2026,79.3,51.5,Dropped,2026-02-06,Q1 2026,dropped_out
BEN-004832,Daniel,Baya,m,Mombasa,Scholarship,Jomo Kenyatta University,Master,2025/2026,70.1,51.3,In Progress,2026-07-22,Q3 2026,active
BEN-004833,Emmanuel,Maina,Male,Kajiado,Scholarship,Mount Kenya University,Bachelor,2024/2025,73.7,68.7,Completed,2025-06-27,Q2 2025,completed
BEN-004837,Joseph,Wanjiku,Male,Kiambu,Scholarship,Mount Kenya University,Bachelor,2025/2026,85.5,74.9,In Progress,2026-05-31,Q2 2026,active
BEN-004838,Chepkoech,Achieng,Female,Kiambu,Scholarship,University of Nairobi,Master,2024/2025,81.6,49.1,Completed,2025-06-07,Q2 2025,completed
BEN-004839,Nyambura,Mutua,Female,Kakamega,Scholarship,Jomo Kenyatta University,Bachelor,2024/2025,71.9,53.3,Completed,2025-07-15,Q3 2025,completed
BEN-004840,Joseph,Katana,male,Kiambu,Scholarship,Moi University,Diploma,2025/2026,91.5,73.4,In Progress,2026-06-26,Q2 2026,active
BEN-004843,Wanjiku,Njenga,FEMALE,Nairobi,Scholarship,Maseno University,Bachelor,2025/2026,70.2,74.0,In Progress,2026-05-02,Q2 2026,active
BEN-004853,Diana,Matano,Female,Nakuru,Scholarship,Strathmore University,Master,2025/2026,90.0,62.1,Completed,2025-12-09,Q4 2025,completed
BEN-004854,Jerop,Nyambane,Female,Kiambu,Scholarship,Africa Nazarene University,Bachelor,2025/2026,92.4,60.8,In Progress,2026-04-09,Q2 2026,active
BEN-004856,Zawadi,Nyambane,Female,Nairobi,Scholarship,Mount Kenya University,Diploma,2025/2026,100.0,59.5,Completed,2025-09-01,Q3 2025,completed
BEN-004857,Odhiambo,Matano,Male,Kakamega,Scholarship,Moi University,Bachelor,2025/2026,97.9,65.7,In Progress,2026-01-25,Q1 2026,active
BEN-004859,Wekesa,Wekesa,Male,Nakuru,Scholarship,Mount Kenya University,Bachelor,2024/2025,94.6,71.0,Completed,2025-04-13,Q2 2025,completed
BEN-004860,Cherono,Nduta,Female,Nakuru,Scholarship,Kenyatta University,Bachelor,2024/2025,100.0,63.6,Dropped,2025-04-26,Q2 2025,dropped_out
BEN-004861,Rotich,Kariuki,Male,KISUMU,Scholarship,Maseno University,Bachelor,2025/2026,68.3,57.5,In Progress,2026-02-12,Q1 2026,active
BEN-004863,Rotich,Mwakio,Male,Kiambu,Scholarship,Kenyatta University,Diploma,2025/2026,92.3,72.8,Completed,2025-11-16,Q4 2025,completed
BEN-004868,Gathoni,Abdi,female,Machakos,Scholarship,Africa Nazarene University,Bachelor,2026/2027,84.3,63.4,In Progress,2026-09-21,Q3 2026,active
BEN-004873,Kagure,Barasa,Female,Machakos,Scholarship,Maseno University,Bachelor,2025/2026,68.1,46.2,In Progress,2026-07-01,Q3 2026,active
BEN-004878,Patrick,Juma,Male,Mombasa,Scholarship,Maseno University,Bachelor,2024/2025,90.8,46.7,complete,2025-08-13,Q3 2025,completed
BEN-004884,Akinyi,Mwakio,Female,Muranga,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,83.8,67.3,In Progress,2026-01-18,Q1 2026,active
BEN-004896,Emmanuel,Mutua,Male,Kajiado,Scholarship,Africa Nazarene University,Master,2025/2026,78.8,71.6,In Progress,2026-06-23,Q2 2026,active
BEN-004897,Faith,Musyoka,Female,Kajiado,Scholarship,University of Nairobi,Diploma,2025/2026,78.5,58.1,In Progress,2026-06-30,Q2 2026,active
BEN-004903,Mercy,Achieng,Female,Muranga,Scholarship,Strathmore University,Bachelor,2025/2026,77.7,60.2,In Progress,2026-08-10,Q3 2026,active
BEN-004904,Naisula,Mbogo,FEMALE,Machakos,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,90.7,85.8,Dropped,2025-10-02,Q4 2025,dropped_out
BEN-004907,Daniel,Kimani,Male,Kiambu,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,82.6,65.9,Completed,2025-11-13,Q4 2025,completed
BEN-004910,Nyambura,Gitau,F,Kisumu,Scholarship,Moi University,Diploma,2024/2025,82.1,59.4,complete,2025-06-01,Q2 2025,completed
BEN-004912,Beatrice,Omondi,Female,Nairobi,Scholarship,Mount Kenya University,Diploma,2025/2026,86.7,100.0,Completed,2025-10-02,Q4 2025,completed
BEN-004916,Kilonzo,Barasa,Male,Meru,Scholarship,University of Nairobi,Bachelor,2025/2026,80.7,62.6,In Progress,2026-07-07,Q3 2026,active
BEN-004918,Simon,Achieng,Male,Bungoma,Scholarship,Maseno University,Diploma,2024/2025,73.7,59.0,Completed,2025-03-08,Q1 2025,completed
BEN-004921,Emily,Nyambane,Female,Kajiado,Scholarship,Africa Nazarene University,Bachelor,2025/2026,76.9,63.0,In Progress,2026-02-25,Q1 2026,active
BEN-004922,Zawadi,Kiptoo,Female,Meru,Scholarship,Africa Nazarene University,Diploma,2025/2026,78.2,60.2,In Progress,2025-12-27,Q4 2025,active
BEN-004928,Onyango,Chebet,Male,Nairobi,Scholarship,Moi University,Bachelor,2025/2026,90.4,58.4,In Progress,2026-04-04,Q2 2026,active
BEN-004934,Onyango,Juma,Male,Nairobi,Scholarship,Mount Kenya University,Master,2025/2026,76.6,51.4,In Progress,2026-02-15,Q1 2026,active
BEN-004943,Wanjiku,Maina,Female,Bungoma,Scholarship,Maseno University,Diploma,2025/2026,100.0,59.3,In Progress,2026-06-20,Q2 2026,active
BEN-004950,Beatrice,Matano,f,NAIROBI,Scholarship,University of Nairobi,Bachelor,2025/2026,81.9,80.3,In Progress,2026-08-07,Q3 2026,active
BEN-004952,Nyambura,Ngugi,FEMALE,Nyeri,Scholarship,University of Nairobi,Bachelor,2025/2026,90.0,88.4,In Progress,2026-03-14,Q1 2026,active
BEN-004958,Dennis,Mohamed,Male,Nairobi,Scholarship,Mount Kenya University,Diploma,2025/2026,87.2,81.3,Completed,2026-03-02,Q1 2026,completed
BEN-004965,Purity,Nduta,Female,Nairobi,Scholarship,Africa Nazarene University,Bachelor,2025/2026,80.9,71.0,In Progress,2026-07-29,Q3 2026,active
BEN-004966,Cynthia,Koech,Female,Kisumu,Scholarship,Mount Kenya University,Bachelor,2024/2025,76.2,71.9,Completed,2025-06-27,Q2 2025,completed
BEN-004967,Cynthia,Bett,Female,Kilifi,Scholarship,Mount Kenya University,Diploma,2025/2026,82.1,41.4,In Progress,2026-05-06,Q2 2026,active
BEN-004968,Wanjiku,Owino,Female,Machakos County,Scholarship,Africa Nazarene University,Diploma,2024/2025,75.8,60.0,Completed,2025-04-25,Q2 2025,completed
BEN-004971,Cheruiyot,Nyambane,Male,meru,Scholarship,Strathmore University,Bachelor,2025/2026,74.6,71.1,COMPLETED,2025-09-29,Q3 2025,completed
BEN-004973,Daniel,Juma,Male,Nakuru,Scholarship,Moi University,Bachelor,2025/2026,97.8,49.6,In Progress,2026-08-31,Q3 2026,active
BEN-004976,Beatrice,Mohamed,Female,Bungoma,Scholarship,Strathmore University,Bachelor,2025/2026,82.7,36.7,Completed,2026-02-05,Q1 2026,completed
BEN-004979,Diana,Mohamed,Female,Bungoma,Scholarship,Maseno University,Master,2024/2025,90.4,67.5,Completed,2025-06-30,Q2 2025,completed
BEN-004981,Brenda,Gitau,Female,Meru,Scholarship,Daystar University,Diploma,2025/2026,86.2,52.9,In Progress,2026-05-15,Q2 2026,active
BEN-004983,Wekesa,Nduta,Male,Muranga,Scholarship,Daystar University,Bachelor,2024/2025,91.5,55.3,Completed,2025-01-16,Q1 2025,completed
BEN-004989,Kendi,Bett,Female,Kakamega,Scholarship,Africa Nazarene University,Master,2024/2025,90.3,65.0,Completed,2025-04-08,Q2 2025,completed
BEN-004993,Zawadi,Koech,Female,Meru,Scholarship,Kenyatta University,Diploma,2025/2026,71.5,84.7,Completed,2025-09-23,Q3 2025,completed
BEN-004995,Victor,Otieno,Male,Kisii,Scholarship,Daystar University,Bachelor,2025/2026,90.3,81.4,In Progress,2026-07-12,Q3 2026,active
BEN-004999,Dennis,Achieng,Male,Kilifi,Scholarship,Daystar University,Diploma,2025/2026,83.1,60.2,In Progress,2026-07-08,Q3 2026,active
BEN-005005,Neema,Maina,Female,Nyeri,Scholarship,Catholic University of Eastern Africa,Master,2025/2026,100.0,69.3,In Progress,2026-02-10,Q1 2026,active
BEN-005006,Achieng,Kimani,Female,Nakuru,Scholarship,Kenyatta University,Master,2026/2027,98.3,84.3,In Progress,2026-09-11,Q3 2026,active
BEN-005010,Beatrice,Rotich,Female,Kakamega County,Scholarship,Daystar University,Bachelor,2025/2026,90.9,51.8,In Progress,2026-07-18,Q3 2026,active
BEN-005012,Kiptoo,Gitau,Male,Mombasa,Scholarship,Daystar University,Master,2025/2026,92.9,85.6,In Progress,2026-02-22,Q1 2026,active
BEN-005015,Chebet,Korir,Female,Nakuru,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,98.6,72.7,In Progress,2026-01-18,Q1 2026,active
BEN-005017,Purity,Bett,Female,Kiambu,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,91.2,71.9,In Progress,2026-04-03,Q2 2026,active
BEN-005019,Wekesa,Achieng,Male,Nairobi,Scholarship,Moi University,Master,2025/2026,100.0,77.3,In Progress,2026-05-07,Q2 2026,active
BEN-005025,Ali,Abdi,Male,Kakamega,Scholarship,Moi University,Diploma,2025/2026,71.4,52.8,Dropped,2026-03-03,Q1 2026,dropped_out
BEN-005026,Jerop,Kilonzo,Female,Muranga,Scholarship,Maseno University,Bachelor,2025/2026,94.4,78.4,Completed,2025-12-18,Q4 2025,completed
BEN-005028,Nicholas,Kamau,Male,Nairobi,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,63.1,57.5,In Progress,2026-04-03,Q2 2026,active
BEN-005030,Joseph,Korir,Male,Nairobi,Scholarship,Moi University,Bachelor,2025/2026,84.2,78.0,In Progress,2026-04-30,Q2 2026,active
BEN-005031,Jerop,Mbogo,Female,Kakamega,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,79.8,69.4,In Progress,2026-07-18,Q3 2026,active
BEN-005033,Timothy,Mohamed,Male,Kiambu,Scholarship,Kenyatta University,Diploma,2025/2026,83.4,79.6,In Progress,2026-05-31,Q2 2026,active
BEN-005036,Nasieku,Mutiso,Female,Nairobi,Scholarship,Maseno University,Bachelor,2024/2025,78.0,60.8,Completed,2025-07-09,Q3 2025,completed
BEN-005038,Kagure,Charo,Female,Nairobi,Scholarship,Strathmore University,Bachelor,2025/2026,100.0,69.5,Completed,2025-10-17,Q4 2025,completed
BEN-005041,Esther,Baya,Female,Mombasa,Scholarship,Moi University,Diploma,2025/2026,73.4,53.9,Completed,2025-09-28,Q3 2025,completed
BEN-005042,Diana,Mwangi,FEMALE,Meru,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,84.2,49.1,Dropped,2026-02-14,Q1 2026,dropped_out
BEN-005045,Daniel,Omondi,Male,Nairobi,Scholarship,University of Nairobi,Diploma,2024/2025,83.3,69.2,Completed,2025-06-04,Q2 2025,completed
BEN-005052,Cynthia,Mbogo,F,Nakuru,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,66.4,79.5,In Progress,2025-10-18,Q4 2025,active
BEN-005056,Grace,Odhiambo,Female,Kajiado,Scholarship,Strathmore University,Bachelor,2025/2026,100.0,61.4,Completed,2026-01-22,Q1 2026,completed
BEN-005059,Kiptoo,Muthoni,Male,Kakamega County,Scholarship,Africa Nazarene University,Bachelor,2026/2027,89.4,68.8,In Progress,2026-09-18,Q3 2026,active
BEN-005061,Cynthia,Chebet,Female,MOMBASA,Scholarship,Catholic University of Eastern Africa,Master,2025/2026,87.8,59.9,Completed,2025-12-08,Q4 2025,completed
BEN-005067,Anyango,Omondi,Female,Kakamega,Scholarship,Maseno University,Diploma,2024/2025,77.4,73.5,Completed,2025-08-02,Q3 2025,completed
BEN-005069,Vincent,Ochieng,Male,Nairobi,Scholarship,Maseno University,Bachelor,2024/2025,79.7,66.0,Completed,2025-06-03,Q2 2025,completed
BEN-005073,Naisula,Kamau,Female,Nakuru,Scholarship,Africa Nazarene University,Bachelor,2025/2026,77.5,72.8,Completed,2025-11-06,Q4 2025,completed
BEN-005076,Samuel,Otieno,Male,Kakamega,Scholarship,Moi University,Master,2025/2026,91.7,44.4,Completed,2026-03-06,Q1 2026,completed
BEN-005079,Caroline,Abdi,Female,nairobi,Scholarship,Daystar University,Diploma,2024/2025,95.6,74.8,Completed,2025-04-30,Q2 2025,completed
BEN-005082,Ali,Wanjiku,M,Machakos,Scholarship,Moi University,Diploma,2025/2026,86.9,67.8,In Progress,2026-06-10,Q2 2026,active
BEN-005084,Gathoni,Chebet,Female,Kisumu,Scholarship,Africa Nazarene University,Bachelor,2025/2026,74.5,63.6,In Progress,2026-04-04,Q2 2026,active
BEN-005085,Esther,Matano,Female,Nairobi,Scholarship,Strathmore University,Master,2026/2027,89.6,56.9,In Progress,2026-09-19,Q3 2026,active
BEN-005088,Mohamed,Kiptoo,Male,Muranga,Scholarship,Africa Nazarene University,Bachelor,2026/2027,88.5,79.6,In Progress,2026-09-28,Q3 2026,active
BEN-005092,Mohamed,Omondi,Male,Kisumu,Scholarship,Mount Kenya University,Master,2025/2026,69.2,70.9,In Progress,2026-05-12,Q2 2026,active
BEN-005100,Chepkoech,Barasa,Female,Nairobi,Scholarship,Strathmore University,Bachelor,2025/2026,83.9,64.4,Completed,2026-01-21,Q1 2026,completed
BEN-005103,Kagure,Njenga,Female,Mombasa,Scholarship,Moi University,Master,2025/2026,84.4,78.4,In Progress,2026-04-17,Q2 2026,active
BEN-005106,David,Kilonzo,Male,Kiambu,Scholarship,Strathmore University,Bachelor,2025/2026,80.7,78.4,In Progress,2026-07-03,Q3 2026,active
BEN-005109,Mohamed,Kiptoo,Male,UASIN_GISHU,Scholarship,Africa Nazarene University,Diploma,2024/2025,84.5,49.0,Completed,2025-01-10,Q1 2025,completed
BEN-005111,Nasieku,Wanjiku,Female,Kilifi,Scholarship,Strathmore University,Bachelor,2024/2025,76.4,54.1,Completed,2025-05-17,Q2 2025,completed
BEN-005118,Onyango,Kariuki,Male,Nairobi,Scholarship,Africa Nazarene University,Bachelor,2024/2025,88.5,72.2,Completed,2025-08-21,Q3 2025,completed
BEN-005121,Akinyi,Katana,Female,Kisumu,Scholarship,Daystar University,Diploma,2024/2025,86.6,63.8,Completed,2025-08-05,Q3 2025,completed
BEN-005124,Gathoni,Otieno,Female,Kiambu,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,89.8,83.3,In Progress,2026-02-04,Q1 2026,active
BEN-005125,Mutua,Cheruiyot,Male,Kajiado,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,90.1,74.7,In Progress,2026-05-30,Q2 2026,active
BEN-005131,Kendi,Kilonzo,Female,Kakamega,Scholarship,Mount Kenya University,Diploma,2024/2025,90.7,61.1,complete,2025-06-12,Q2 2025,completed
BEN-005132,Awuor,Wekesa,Female,nairobi,Scholarship,Catholic University of Eastern Africa,Bachelor,2024/2025,96.4,79.7,Completed,2025-05-12,Q2 2025,completed
BEN-005138,Grace,Koech,Female,Kilifi,Scholarship,Catholic University of Eastern Africa,Master,2025/2026,65.7,43.5,Completed,2025-11-22,Q4 2025,completed
BEN-005144,Wanjiru,Mwangi,Female,Muranga,Scholarship,Daystar University,Bachelor,2024/2025,80.7,55.3,Completed,2025-07-09,Q3 2025,completed
BEN-005145,Zawadi,Wafula,Female,Mombasa,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,75.8,79.6,In Progress,2026-06-13,Q2 2026,active
BEN-005148,Daniel,Njenga,Male,Nairobi,Scholarship,Moi University,Bachelor,2026/2027,97.5,66.6,In Progress,2026-09-15,Q3 2026,active
BEN-005155,Halima,Nyambane,Female,Kiambu,Scholarship,Kenyatta University,Master,2025/2026,91.9,66.7,In Progress,2026-07-14,Q3 2026,active
BEN-005158,Mohamed,Mutua,Male,Kisii,Scholarship,Daystar University,Master,2025/2026,82.8,86.5,In Progress,2026-02-19,Q1 2026,active
BEN-005159,Kiptoo,Mbogo,Male,Nairobi,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,90.5,83.0,Completed,2025-12-07,Q4 2025,completed
