beneficiary_id,first_name,last_name,gender,date_of_birth,age,phone,email,county,sub_county
BEN-004556,Joseph,Barasa,Male,2009-11-26,16,254718694961.0,joseph.barasa222@gmail.com,Kilifi,Kaloleni
BEN-004813,Kendi,Mutua,Female,2002-08-04,24,254783388826.0,kendi.mutua803@gmail.com,Kisumu,Kisumu West
BEN-000946,Joy,Kuria,Female,2008-09-07,17,254723233387.0,joy.kuria867@outlook.com,Kiambu,Limuru
BEN-003636,Wanjiku,Baya,Female,2002-04-12,24,254748141646.0,wanjiku.baya700@gmail.com,Muranga,Maragua
BEN-008437,Vincent,Charo,Male,1994-12-18,31,254759721294.0,vincent.charo99@hotmail.com,Nairobi,Dagoretti
BEN-004448,Odhiambo,Achieng,Male,1991-04-16,35,254777298985.0,odhiambo.achieng590@yahoo.com,Mombasa,Changamwe
BEN-004942,Korir,Juma,Male,1994-09-04,31,254776849965.0,korir.juma77@outlook.com,Nyeri,Mathira
BEN-006531,Faith,Kimani,Female,2008-09-21,17,254719599490.0,faith.kimani19@hotmail.com,Kisii,Kisii Central
BEN-001690,Gathoni,Gitau,Female,1996-12-14,29,254774798916.0,gathoni.gitau885@outlook.com,Uasin Gishu,Ainabkoi
BEN-008747,Zawadi,Kamau,Female,1999-04-07,27,254784129815.0,zawadi.kamau474@gmail.com,Kisii,Nyaribari Chache
BEN-004685,Cynthia,Cheruiyot,Female,1993-11-14,32,254740372411.0,cynthia.cheruiyot157@hotmail.com,Nakuru,Gilgil
BEN-003784,Achieng,Charo,Female,2008-02-22,18,254780071405.0,achieng.charo292@yahoo.com,Kiambu,Thika Town
BEN-005738,Anyango,Korir,Female,2003-01-06,23,254781649870.0,anyango.korir134@gmail.com,Mombasa,Kisauni
BEN-000619,Wanjiru,Onyango,Female,2005-02-06,21,254799339152.0,wanjiru.onyango906@outlook.com,Nakuru,Molo
BEN-009553,Emily,Barasa,Female,2010-01-14,16,,emily.barasa675@outlook.com,Kiambu,Kiambu Town
BEN-009238,Otieno,Mutua,Male,2002-06-25,24,254752912914.0,otieno.mutua750@yahoo.com,Nairobi,Starehe
BEN-008327,Cynthia,Ochieng,Female,1993-09-10,32,,cynthia.ochieng947@yahoo.com,Muranga,Kandara
BEN-004318,Wangari,Kilonzo,Female,2003-10-10,22,254757602537.0,wangari.kilonzo505@gmail.com,Nakuru,Nakuru Town East
BEN-004042,Rotich,Kuria,Male,2004-08-16,22,254719010662.0,,Meru,Central Imenti
BEN-007107,Simon,Bett,Male,2001-08-16,25,254764444366.0,simon.bett34@gmail.com,Kilifi,Kilifi North
BEN-005329,Zawadi,Kamau,Female,1995-01-23,31,254740237739.0,zawadi.kamau950@gmail.com,Kisumu,Muhoroni
BEN-009496,Patrick,Kilonzo,Male,2005-04-29,21,254788727961.0,patrick.kilonzo431@yahoo.com,Nakuru,Molo
BEN-004814,Gathoni,Owino,Female,2002-08-25,23,254714181168.0,,Meru,Tigania East
BEN-001063,Halima,Kiptoo,Female,2008-06-08,18,254791531150.0,,Kilifi,Kilifi North
BEN-001940,Simon,Ngugi,Male,1997-09-30,28,254780742034.0,simon.ngugi202@hotmail.com,Kakamega,Shinyalu
BEN-009779,Kagure,Otieno,Female,1997-05-07,29,254756497575.0,,Machakos,Kangundo
BEN-001549,Cherono,Mutiso,Female,2005-04-05,21,254764843013.0,cherono.mutiso969@yahoo.com,Nyeri,Nyeri Town
BEN-001276,Victor,Abdi,Male,1994-01-08,32,254786944959.0,victor.abdi374@gmail.com,Nairobi,Mathare
BEN-002265,Neema,Musyoka,Female,1995-10-04,30,254791012717.0,neema.musyoka997@outlook.com,Machakos,Kathiani
BEN-006226,Francis,Bett,Male,2008-05-12,18,254755492619.0,,Mombasa,Jomvu
BEN-006677,Brian,Mutiso,Male,2000-12-23,25,254732313454.0,,Nakuru,Rongai
BEN-001183,Simon,Njenga,Male,2008-01-25,18,254723506108.0,,Nairobi,Kasarani
BEN-004419,Boniface,Katana,Male,2005-11-19,20,254732880304.0,boniface.katana617@outlook.com,Kiambu,Kiambu Town
BEN-008695,Zawadi,Koech,Female,1994-04-13,32,254766527895.0,zawadi.koech339@outlook.com,Muranga,Muranga East
BEN-001212,Nyambura,Mohamed,Female,2001-06-07,25,254740127381.0,nyambura.mohamed901@outlook.com,Nyeri,Nyeri Central
BEN-007312,Wangari,Korir,Female,2001-10-11,24,254796223700.0,wangari.korir741@hotmail.com,Nairobi,Kasarani
BEN-004061,Mercy,Wanjiku,Female,2010-08-19,16,254785620732.0,mercy.wanjiku45@gmail.com,Nairobi,Mathare
BEN-008064,Awuor,Njoroge,Female,1996-04-07,30,254762893905.0,awuor.njoroge139@outlook.com,Kakamega,Lurambi
BEN-008790,Faith,Wafula,Female,1990-12-25,35,254733091454.0,faith.wafula843@hotmail.com,Kiambu,Kiambu Town
BEN-006644,Boniface,Mwakio,Male,2009-06-10,17,254753042917.0,,Uasin Gishu,Eldoret South
BEN-003765,Gathoni,Mohamed,Female,1992-10-10,33,254791350098.0,gathoni.mohamed837@hotmail.com,Kajiado,Ongata Rongai
BEN-008345,Atieno,Barasa,Female,2006-09-26,19,254720969771.0,atieno.barasa671@yahoo.com,Meru,South Imenti
BEN-007728,Abdi,Kiptoo,Male,1997-09-09,28,254797674399.0,abdi.kiptoo803@yahoo.com,Nairobi,Westlands
BEN-004021,Dennis,Mwangi,Male,1992-01-11,34,254733474743.0,dennis.mwangi470@outlook.com,Nairobi,Mathare
BEN-000205,Akinyi,Baya,Female,1994-01-23,32,254766649509.0,,Kisumu,Kisumu East
BEN-002516,Halima,Otieno,Female,1990-11-16,35,254754207024.0,halima.otieno162@outlook.com,Kiambu,Limuru
BEN-003570,Beatrice,Nyambane,Female,1994-05-13,32,254762742553.0,beatrice.nyambane360@hotmail.com,Nyeri,Mathira
BEN-003078,David,Juma,Male,1994-03-15,32,254736388009.0,david.juma961@gmail.com,Kakamega,Ikolomani
BEN-000440,Esther,Wekesa,Female,1995-05-03,31,254756265795.0,esther.wekesa503@outlook.com,Kisii,Sameta
BEN-009181,Halima,Wafula,Female,2007-07-12,19,254798011499.0,halima.wafula868@gmail.com,Muranga,Kiharu
BEN-007568,Wangari,Mbogo,Female,2008-11-08,17,254744106475.0,wangari.mbogo37@hotmail.com,Uasin Gishu,Eldoret South
BEN-001688,Jerop,Matano,Female,1998-06-09,28,254720522599.0,jerop.matano14@hotmail.com,Nakuru,Molo
BEN-008984,Odhiambo,Omondi,Male,2003-11-05,22,254769053883.0,odhiambo.omondi758@outlook.com,Bungoma,Bungoma North
BEN-008142,Joseph,Musyoka,Male,1999-10-07,26,254741985571.0,joseph.musyoka637@yahoo.com,Nyeri,Nyeri Central
BEN-005621,Otieno,Ngugi,Male,2008-01-08,18,254795985046.0,otieno.ngugi720@outlook.com,Kakamega,Lurambi
BEN-006084,Omondi,Otieno,Male,1998-03-16,28,254734048536.0,omondi.otieno489@yahoo.com,Nairobi,Westlands
BEN-007010,Dennis,Omondi,Male,2000-07-10,26,254734958961.0,dennis.omondi187@yahoo.com,Kisumu,Nyando
BEN-007260,Kelvin,Kimani,Male,1992-09-07,33,254712774197.0,kelvin.kimani452@gmail.com,Meru,North Imenti
BEN-003038,Samuel,Ngugi,Male,1992-08-15,34,254737784049.0,samuel.ngugi450@gmail.com,Kilifi,Kaloleni
BEN-008222,Baraka,Kamau,Male,2001-11-24,24,254749861877.0,baraka.kamau489@hotmail.com,Nyeri,Mathira
BEN-008896,David,Korir,Male,1998-02-21,28,254716633002.0,david.korir412@hotmail.com,Uasin Gishu,Eldoret North
BEN-003325,Wekesa,Katana,Male,2008-02-20,18,254776127997.0,wekesa.katana536@outlook.com,Kilifi,Rabai
BEN-002001,Kamau,Abdi,Male,2010-04-27,16,254788500112.0,kamau.abdi163@gmail.com,Nyeri,Mathira
BEN-009251,Barasa,Kariuki,Male,2004-09-13,21,254765536847.0,barasa.kariuki820@gmail.com,Kakamega,Mumias East
BEN-001486,Wekesa,Achieng,Male,1991-04-19,35,254718217789.0,,Nairobi,Embakasi
BEN-007281,Amina,Katana,Female,1991-11-23,34,254756629324.0,amina.katana689@hotmail.com,Mombasa,Jomvu
BEN-001829,Timothy,Nyambane,Male,1996-10-12,29,254796954654.0,timothy.nyambane561@hotmail.com,Kiambu,Kiambu Town
BEN-006169,Emily,Koech,Female,2004-03-17,22,254753846261.0,emily.koech992@outlook.com,Muranga,Maragua
BEN-001534,Cynthia,Kimani,Female,1999-07-07,27,,,Kiambu,Ruiru
BEN-002029,Mutua,Wanjiku,Male,2001-02-13,25,254745681714.0,mutua.wanjiku800@outlook.com,Nyeri,Mathira
BEN-005076,Chepkoech,Mohamed,Female,2002-03-15,24,254793167428.0,chepkoech.mohamed484@outlook.com,Uasin Gishu,Turbo
BEN-009871,Kendi,Kilonzo,Female,1997-05-18,29,254798609706.0,kendi.kilonzo784@yahoo.com,Bungoma,Kimilili
BEN-009565,John,Hassan,Male,2002-09-08,23,254748916335.0,john.hassan146@outlook.com,Bungoma,Kimilili
BEN-007232,Atieno,Barasa,Female,1997-11-10,28,254754411827.0,atieno.barasa785@gmail.com,Muranga,Kangema
BEN-002110,Cherono,Mutua,Female,1993-10-28,32,254763895577.0,,Meru,Central Imenti
BEN-004660,Faith,Wanjiku,Female,2009-12-28,16,254774115123.0,,Kiambu,Thika Town
BEN-008281,David,Kuria,Male,2002-09-13,23,254775354264.0,david.kuria861@yahoo.com,Kajiado,Loitokitok
BEN-006687,Francis,Musyoka,Male,2002-02-03,24,254786561000.0,francis.musyoka360@gmail.com,Nakuru,Nakuru Town West
BEN-003643,Jerop,Achieng,Female,2000-09-15,25,254733637880.0,jerop.achieng575@outlook.com,Kakamega,Lurambi
BEN-000563,Cynthia,Wanjiku,Female,2009-09-28,16,254794562486.0,,Machakos,Masinga
BEN-001927,Gathoni,Kamau,Female,2001-12-04,24,254782234778.0,gathoni.kamau756@yahoo.com,Bungoma,Bungoma Central
BEN-004679,Samuel,Kimani,Male,1992-06-10,34,254741778459.0,samuel.kimani299@hotmail.com,Mombasa,Likoni
BEN-009190,Cherono,Korir,Female,1992-10-13,33,254764290642.0,cherono.korir371@gmail.com,Kilifi,Magarini
BEN-005378,Kelvin,Korir,Male,1992-01-15,34,254732925728.0,,Nairobi,Embakasi
BEN-001716,Emily,Chebet,Female,1999-01-17,27,254797988955.0,emily.chebet291@outlook.com,Kiambu,Thika Town
BEN-005994,Dennis,Wanjiku,Male,2003-09-08,22,254794188461.0,dennis.wanjiku936@hotmail.com,Kisumu,Nyando
BEN-001550,Wanjiru,Otieno,Female,2003-04-28,23,254765536366.0,wanjiru.otieno109@gmail.com,Kilifi,Malindi
BEN-005141,Mercy,Juma,Female,2008-04-24,18,254731722477.0,mercy.juma103@gmail.com,Meru,Buuri
BEN-007457,Kendi,Abdi,Female,2004-07-16,22,254710847040.0,kendi.abdi319@gmail.com,Kiambu,Githunguri
BEN-003169,Awuor,Onyango,Female,1994-04-13,32,254714930255.0,awuor.onyango295@yahoo.com,Meru,Tigania East
BEN-001346,Nasieku,Cheruiyot,Female,1991-01-25,35,254734060553.0,nasieku.cheruiyot962@hotmail.com,Nairobi,Starehe
BEN-008958,Chepkoech,Matano,Female,2005-02-11,21,254733031487.0,chepkoech.matano918@outlook.com,Bungoma,Sirisia
BEN-009043,Emmanuel,Chebet,Male,1999-09-29,26,254728339007.0,emmanuel.chebet197@gmail.com,Kakamega,Lurambi
BEN-006796,Cynthia,Mohamed,Female,1991-09-05,34,254770868373.0,cynthia.mohamed655@hotmail.com,Nyeri,Othaya
BEN-009204,Faith,Muthoni,Female,2002-06-24,24,254772321816.0,faith.muthoni872@yahoo.com,Mombasa,Changamwe
BEN-007062,Mumbi,Mutiso,Female,2003-05-11,23,254775631309.0,,Nairobi,Embakasi
BEN-006430,Esther,Nduta,Female,1992-01-28,34,254732092232.0,esther.nduta237@gmail.com,Nairobi,Roysambu
BEN-009000,Juma,Kimani,Male,2004-12-10,21,254793841731.0,juma.kimani370@yahoo.com,Kiambu,Juja
BEN-005981,Timothy,Mohamed,Male,2003-09-14,22,254719735511.0,,Kakamega,Mumias West
BEN-007379,Neema,Mwakio,Female,2000-06-21,26,254779308156.0,neema.mwakio414@yahoo.com,Meru,North Imenti
BEN-003347,Wangari,Barasa,Female,2006-05-09,20,254733609288.0,wangari.barasa167@yahoo.com,Mombasa,Mvita
BEN-000780,Nyambura,Korir,Female,1994-12-05,31,254794440057.0,nyambura.korir67@gmail.com,Muranga,Muranga East
BEN-003477,Awuor,Juma,Female,2006-09-25,19,,awuor.juma758@yahoo.com,Muranga,Kangema
BEN-006458,Chepkoech,Mwangi,Female,2003-05-03,23,254727453052.0,chepkoech.mwangi177@yahoo.com,Kiambu,Juja
BEN-004763,James,Barasa,Male,1999-03-22,27,254748870550.0,james.barasa776@hotmail.com,Kisumu,Muhoroni
BEN-007767,Grace,Kilonzo,Female,1992-05-24,34,254787116389.0,grace.kilonzo588@yahoo.com,Mombasa,Jomvu
BEN-008897,Naisula,Kimani,Female,2001-02-15,25,254799916344.0,naisula.kimani968@yahoo.com,Kiambu,Limuru
BEN-009344,Nyambura,Juma,Female,1997-05-23,29,254775665386.0,nyambura.juma41@hotmail.com,Kisii,Sameta
BEN-001345,David,Muthoni,Male,1995-12-02,30,254752889270.0,david.muthoni859@yahoo.com,Mombasa,Jomvu
BEN-004056,Vincent,Wafula,Male,1992-02-28,34,254745272257.0,vincent.wafula637@hotmail.com,Nairobi,Kasarani
BEN-003316,Cynthia,Kariuki,Female,1999-08-02,27,254777622038.0,cynthia.kariuki519@outlook.com,Machakos,Kathiani
BEN-009705,Cynthia,Mohamed,Female,1999-12-08,26,,cynthia.mohamed962@hotmail.com,Meru,Tigania West
BEN-007957,Akinyi,Owino,Female,2008-03-30,18,254768808481.0,akinyi.owino584@gmail.com,Kajiado,Kitengela
BEN-003652,Kelvin,Mwakio,Male,1996-12-01,29,254785532788.0,kelvin.mwakio904@gmail.com,Kisumu,Kisumu East
BEN-008005,Peter,Owino,Male,1992-04-29,34,254711120873.0,peter.owino107@hotmail.com,Kakamega,Shinyalu
BEN-003160,Anthony,Ngugi,Male,1998-07-01,28,254721746327.0,anthony.ngugi165@outlook.com,Mombasa,Mvita
BEN-007964,Njeri,Juma,Female,2002-06-14,24,254798340501.0,njeri.juma767@outlook.com,Uasin Gishu,Ainabkoi
BEN-009841,Patrick,Maina,Male,2009-12-20,16,254719599797.0,patrick.maina387@hotmail.com,Nyeri,Othaya
BEN-007812,Grace,Korir,Female,2002-09-21,23,254717313146.0,grace.korir140@outlook.com,Kiambu,Kikuyu
BEN-009935,Emily,Kamau,Female,1999-05-17,27,254783676854.0,emily.kamau428@gmail.com,Bungoma,Kimilili
BEN-002823,Jerop,Korir,Female,1993-12-03,32,254750050306.0,jerop.korir826@gmail.com,Nairobi,Kasarani
BEN-001265,Kamau,Korir,Male,2000-06-15,26,254733477949.0,kamau.korir199@hotmail.com,Kilifi,Kaloleni
BEN-003369,Anthony,Rotich,Male,1994-07-20,32,254787847878.0,anthony.rotich798@outlook.com,Mombasa,Changamwe
BEN-006916,Boniface,Katana,Male,2002-10-16,23,254710438887.0,boniface.katana844@yahoo.com,Meru,Tigania East
BEN-002963,Cynthia,Mbogo,Female,1997-02-28,29,254773595449.0,cynthia.mbogo582@hotmail.com,Kilifi,Kilifi North
BEN-000745,Abdi,Baya,Male,1994-06-23,32,254799516037.0,abdi.baya182@outlook.com,Nairobi,Embakasi
BEN-002843,Rotich,Cheruiyot,Male,2009-02-01,17,254755192729.0,rotich.cheruiyot434@gmail.com,Machakos,Kathiani
BEN-005762,Omondi,Kuria,Male,1995-12-30,30,254773451961.0,omondi.kuria360@yahoo.com,Kakamega,Mumias East
BEN-006206,Chepkoech,Barasa,Female,2007-11-04,18,254769499333.0,chepkoech.barasa670@gmail.com,Nairobi,Roysambu
BEN-004776,Ali,Kimani,Male,1998-08-28,27,254740960271.0,,Uasin Gishu,Soy
BEN-004480,Vincent,Wekesa,Male,1991-09-08,34,254755309543.0,vincent.wekesa161@gmail.com,Nairobi,Dagoretti
BEN-004522,Akinyi,Omondi,Female,2007-03-23,19,254736835959.0,akinyi.omondi438@hotmail.com,Meru,Central Imenti
BEN-009906,Gathoni,Odhiambo,Female,2008-09-15,17,254725641725.0,gathoni.odhiambo702@hotmail.com,Kakamega,Shinyalu
BEN-001436,Zawadi,Koech,Female,1999-07-05,27,254797341954.0,zawadi.koech971@yahoo.com,Nairobi,Westlands
BEN-003868,Korir,Matano,Male,2000-02-09,26,254745678539.0,korir.matano704@yahoo.com,Nairobi,Embakasi
BEN-002749,Wekesa,Owino,Male,1992-04-29,34,254786276327.0,wekesa.owino977@yahoo.com,Nairobi,Mathare
BEN-006173,Nasieku,Achieng,Female,1992-08-22,33,254761621011.0,nasieku.achieng342@outlook.com,Kakamega,Mumias West
BEN-003880,Esther,Kamau,Female,1991-04-27,35,254786664788.0,,Kiambu,Kiambu Town
BEN-005229,Brian,Achieng,Male,2002-02-28,24,254724710026.0,brian.achieng637@outlook.com,Kisumu,Kisumu East
BEN-003861,Kendi,Ngugi,Female,2009-10-22,16,254731764885.0,kendi.ngugi672@gmail.com,Nairobi,Mathare
BEN-004063,Jerop,Odhiambo,Female,1990-12-18,35,254749404483.0,jerop.odhiambo477@gmail.com,Kisumu,Seme
BEN-001023,Victor,Mbogo,Male,1998-01-28,28,254718085203.0,victor.mbogo642@hotmail.com,Kajiado,Kitengela
BEN-000079,Kendi,Charo,Female,2004-09-19,21,254770276789.0,kendi.charo781@outlook.com,Uasin Gishu,Eldoret North
BEN-007014,Peter,Mbogo,Male,2008-04-06,18,254731469360.0,peter.mbogo730@gmail.com,Kiambu,Kiambu Town
BEN-007270,Korir,Mwakio,Male,2001-05-14,25,254744433124.0,korir.mwakio363@yahoo.com,Nyeri,Mukurweini
BEN-004057,Onyango,Omondi,Male,1990-10-04,35,254746913304.0,onyango.omondi539@yahoo.com,Nairobi,Westlands
BEN-001853,Kiptoo,Korir,Male,2004-09-12,21,254750363028.0,kiptoo.korir415@gmail.com,Kiambu,Ruiru
BEN-008244,David,Kilonzo,Male,1996-10-26,29,254765613790.0,david.kilonzo815@outlook.com,Kajiado,Ngong
BEN-009382,Wangari,Mwangi,Female,1993-05-15,33,254788783371.0,wangari.mwangi617@hotmail.com,Nakuru,Nakuru Town East
BEN-005627,Anyango,Musyoka,Female,2010-07-13,16,254791422803.0,anyango.musyoka176@outlook.com,Kiambu,Kiambu Town
BEN-002349,Stephen,Musyoka,Male,2004-10-22,21,254720455322.0,stephen.musyoka572@hotmail.com,Nairobi,Dagoretti
BEN-007486,Baraka,Wanjiku,Male,2005-07-17,21,254742753176.0,baraka.wanjiku727@outlook.com,Nairobi,Mathare
BEN-002354,Purity,Mutiso,Female,2002-10-17,23,254727499281.0,purity.mutiso847@outlook.com,Nairobi,Langata
BEN-001187,Simon,Kuria,Male,2010-03-27,16,254787135854.0,simon.kuria390@hotmail.com,Mombasa,Mvita
BEN-001334,Juma,Owino,Male,2007-04-22,19,254724098004.0,juma.owino572@outlook.com,Nakuru,Njoro
BEN-005642,Korir,Koech,Male,1994-11-13,31,254748649978.0,korir.koech877@yahoo.com,Meru,Tigania East
BEN-002317,Neema,Matano,Female,2009-08-07,17,254793187574.0,neema.matano772@outlook.com,Nairobi,Mathare
BEN-004139,Brenda,Barasa,Female,2007-03-10,19,254719432401.0,brenda.barasa539@hotmail.com,Mombasa,Nyali
BEN-002390,Samuel,Ochieng,Male,2008-09-24,17,254741276426.0,samuel.ochieng244@hotmail.com,Bungoma,Kimilili
BEN-000112,Mutua,Katana,Male,1993-01-18,33,,mutua.katana670@outlook.com,Bungoma,Sirisia
BEN-000453,Cherono,Baya,Female,2007-07-25,19,254719566917.0,cherono.baya334@hotmail.com,Meru,South Imenti
BEN-005106,Kelvin,Kuria,Male,2006-09-10,19,254778464901.0,kelvin.kuria473@outlook.com,Kiambu,Limuru
BEN-007440,Boniface,Musyoka,Male,1992-05-16,34,254735242325.0,boniface.musyoka936@yahoo.com,Kiambu,Thika Town
BEN-008016,Emily,Kilonzo,Female,2007-12-25,18,254747458833.0,emily.kilonzo926@gmail.com,Mombasa,Kisauni
BEN-007869,Victor,Njenga,Male,2003-11-06,22,254715779816.0,victor.njenga564@gmail.com,Mombasa,Likoni
BEN-007508,Simon,Bett,Male,1998-07-12,28,254785441215.0,simon.bett562@outlook.com,Kajiado,Loitokitok
BEN-001638,Emmanuel,Ochieng,Male,2001-10-06,24,254749018510.0,emmanuel.ochieng599@outlook.com,Kajiado,Isinya
BEN-006432,Korir,Nduta,Male,1997-02-12,29,254717600354.0,,Kajiado,Ongata Rongai
BEN-003255,Nkatha,Musyoka,Female,2006-09-13,19,,nkatha.musyoka83@yahoo.com,Nakuru,Gilgil
BEN-009852,Kiptoo,Koech,Male,1994-03-26,32,254761040778.0,kiptoo.koech514@gmail.com,Nairobi,Langata
BEN-008015,Awuor,Kimani,Female,1996-05-20,30,254773181785.0,awuor.kimani606@yahoo.com,Bungoma,Kimilili
BEN-002215,Nkatha,Charo,Female,2004-03-13,22,254763735750.0,nkatha.charo667@outlook.com,Uasin Gishu,Kapseret
BEN-006147,Gathoni,Maina,Female,2007-01-17,19,254754199666.0,gathoni.maina374@gmail.com,Kiambu,Limuru
BEN-004563,Kagure,Mwakio,Female,1992-06-19,34,254773648454.0,,Nairobi,Starehe
BEN-005458,Nasieku,Kariuki,Female,1999-11-01,26,254762342062.0,nasieku.kariuki399@outlook.com,Nakuru,Rongai
BEN-000534,Emmanuel,Kimani,Male,2003-11-05,22,254714204646.0,emmanuel.kimani438@outlook.com,Nairobi,Starehe
BEN-003241,Nyambura,Mutua,Female,2002-12-28,23,254719425076.0,nyambura.mutua284@hotmail.com,Nakuru,Nakuru Town West
BEN-001019,Akinyi,Hassan,Female,1994-05-17,32,254784389962.0,akinyi.hassan363@gmail.com,Nairobi,Embakasi
BEN-000581,Caroline,Ochieng,Female,2000-06-24,26,254722742093.0,,Nairobi,Westlands
BEN-009822,John,Juma,Male,1997-05-09,29,254728143377.0,john.juma843@yahoo.com,Nairobi,Dagoretti
BEN-004054,Wanjiru,Baya,Female,1994-10-14,31,254713638445.0,wanjiru.baya343@yahoo.com,Mombasa,Kisauni
BEN-004325,Kelvin,Hassan,Male,1995-07-24,31,254751032470.0,kelvin.hassan212@yahoo.com,Uasin Gishu,Ainabkoi
BEN-009907,Atieno,Nduta,Female,1993-03-06,33,254718094896.0,atieno.nduta944@gmail.com,Kakamega,Butere
BEN-006045,Awuor,Ngugi,Female,1994-10-14,31,254769059435.0,awuor.ngugi491@hotmail.com,Kilifi,Kilifi South
BEN-003378,Victor,Achieng,Male,1999-10-22,26,254794799628.0,,Muranga,Kandara
BEN-008872,Halima,Muthoni,Female,1991-12-05,34,254761515497.0,halima.muthoni965@hotmail.com,Mombasa,Jomvu
BEN-006355,Wanjiru,Owino,Female,1994-12-30,31,254771709124.0,wanjiru.owino985@gmail.com,Mombasa,Jomvu
BEN-004038,Kendi,Achieng,Female,1997-10-25,28,254744669087.0,kendi.achieng729@gmail.com,Kajiado,Isinya
BEN-006926,Nicholas,Owino,Male,1994-02-09,32,254753019074.0,nicholas.owino918@outlook.com,Nakuru,Njoro
BEN-001838,John,Maina,Male,2003-09-02,22,254726035286.0,,Nakuru,Nakuru Town West
BEN-000618,Cherono,Njoroge,Female,2003-01-20,23,254763796942.0,cherono.njoroge394@yahoo.com,Bungoma,Webuye West
BEN-006185,Esther,Wafula,Female,1993-12-22,32,254765043339.0,esther.wafula856@gmail.com,Bungoma,Bungoma Central
BEN-008090,Wanjiku,Otieno,Female,2009-08-19,17,254744567237.0,wanjiku.otieno675@yahoo.com,Kisumu,Kisumu Central
BEN-002817,Onyango,Charo,Male,2000-10-24,25,254764413311.0,onyango.charo627@hotmail.com,Meru,Central Imenti
BEN-004368,Brenda,Bett,Female,1991-04-07,35,254757967190.0,,Nakuru,Naivasha
BEN-001912,Mohamed,Chebet,Male,2010-05-23,16,254780593892.0,mohamed.chebet871@gmail.com,Kisii,Nyaribari Chache
BEN-001886,Onyango,Mbogo,Male,1999-05-06,27,254788645950.0,onyango.mbogo122@gmail.com,Kisii,Nyaribari Chache
BEN-005902,Amina,Korir,Female,1992-02-09,34,254765634678.0,amina.korir961@hotmail.com,Kiambu,Juja
BEN-007384,Rotich,Baya,Male,2001-06-10,25,254743401124.0,rotich.baya459@outlook.com,Nakuru,Rongai
BEN-009458,Otieno,Hassan,Male,1993-03-21,33,254744074332.0,otieno.hassan784@outlook.com,Mombasa,Nyali
BEN-004845,Brenda,Mutua,Female,2007-08-02,19,254723623907.0,brenda.mutua769@gmail.com,Nairobi,Dagoretti
BEN-005520,Mumbi,Katana,Female,1996-02-17,30,254718276781.0,mumbi.katana745@outlook.com,Kisii,Sameta
BEN-004044,Mohamed,Achieng,Male,2008-06-22,18,254750012166.0,mohamed.achieng205@gmail.com,Kajiado,Kitengela
BEN-008021,Achieng,Matano,Female,2007-05-12,19,254759828567.0,achieng.matano118@outlook.com,Bungoma,Bungoma Central
BEN-004065,Otieno,Odhiambo,Male,2002-11-20,23,254787212434.0,otieno.odhiambo45@outlook.com,Bungoma,Bungoma Central
BEN-000410,Ali,Charo,Male,2007-10-23,18,254737606714.0,ali.charo206@outlook.com,Nairobi,Mathare
BEN-008206,Daniel,Maina,Male,1996-04-01,30,254750395541.0,daniel.maina454@gmail.com,Nyeri,Mathira
BEN-003897,Emily,Muthoni,Female,2005-06-30,21,254796369221.0,emily.muthoni949@yahoo.com,Kakamega,Mumias East
BEN-009651,Victor,Bett,Male,1993-03-07,33,254779421113.0,victor.bett746@gmail.com,Mombasa,Mvita
BEN-009617,Zawadi,Wanjiku,Female,2001-01-24,25,254794568539.0,zawadi.wanjiku912@yahoo.com,Kakamega,Ikolomani
BEN-003522,Isaac,Njoroge,Male,1994-12-12,31,254791809003.0,,Nairobi,Starehe
BEN-002695,Joy,Juma,Female,2001-05-28,25,254756430894.0,joy.juma175@yahoo.com,Uasin Gishu,Kapseret
BEN-004488,Vincent,Barasa,Male,1993-07-18,33,254793764905.0,vincent.barasa415@gmail.com,Kilifi,Magarini
BEN-001290,Njeri,Owino,Female,1992-08-14,34,254750035155.0,njeri.owino967@hotmail.com,Nairobi,Kasarani
BEN-002748,Diana,Kuria,Female,1999-02-12,27,,diana.kuria583@yahoo.com,Kakamega,Lurambi
BEN-001311,Anyango,Ochieng,Female,1999-09-21,26,254789008293.0,anyango.ochieng744@outlook.com,Machakos,Machakos Town
BEN-008226,Esther,Kimani,Female,1990-12-03,35,254717799191.0,,Nairobi,Roysambu
BEN-005694,Cherono,Njoroge,Female,1990-10-04,35,254761381538.0,cherono.njoroge996@outlook.com,Kakamega,Ikolomani
BEN-009811,Halima,Baya,Female,2001-10-27,24,254752398611.0,halima.baya407@yahoo.com,Nakuru,Njoro
BEN-000511,Kiptoo,Omondi,Male,2001-09-30,24,254742501616.0,kiptoo.omondi750@gmail.com,Mombasa,Kisauni
BEN-004787,Njeri,Kamau,Female,2009-04-05,17,254731210793.0,njeri.kamau992@outlook.com,Nairobi,Langata
BEN-008938,Nicholas,Njenga,Male,2001-06-22,25,254712346108.0,nicholas.njenga882@gmail.com,Muranga,Kandara
BEN-008353,Wangari,Korir,Female,2008-09-22,17,254775970289.0,wangari.korir36@outlook.com,Machakos,Masinga
BEN-003954,Collins,Nyambane,Male,2001-03-18,25,254757806230.0,collins.nyambane351@gmail.com,Kisumu,Muhoroni
BEN-000823,Nkatha,Njoroge,Female,2007-11-03,18,254726512003.0,nkatha.njoroge310@outlook.com,Muranga,Kangema
